  0.16000000E+00   0.25789818E+01
  0.18000000E+00   0.28068046E+01
  0.20000000E+00   0.33469306E+01
  0.22000000E+00   0.40023434E+01
  0.23999999E+00   0.46359238E+01
  0.25999999E+00   0.52387022E+01
  0.27999999E+00   0.58115282E+01
  0.29999999E+00   0.63571423E+01
  0.31999999E+00   0.68784592E+01
  0.33999999E+00   0.73781085E+01
  0.35999999E+00   0.78583630E+01
  0.37999999E+00   0.83211766E+01
  0.39999999E+00   0.87682071E+01
  0.41999999E+00   0.92008833E+01
  0.43999999E+00   0.96204343E+01
  0.45999999E+00   0.10027908E+02
  0.47999999E+00   0.10424246E+02
  0.49999999E+00   0.10810242E+02
  0.51999999E+00   0.11186616E+02
  0.53999999E+00   0.11553991E+02
  0.55999999E+00   0.11912959E+02
  0.57999999E+00   0.12264002E+02
  0.59999999E+00   0.12607599E+02
