 0.25 	 1.562
 0.75 	 1.385
 1.25 	 0.966
 1.75 	 0.682
 2.25 	 0.504
 2.75 	 0.399
 3.25 	 0.339
 3.75 	 0.298
 4.25 	 0.280
 4.75 	 0.259
 5.25 	 0.253
 5.75 	 0.249
 6.25 	 0.238
 6.75 	 0.241
 7.25 	 0.236
 7.75 	 0.240
 8.25 	 0.243
 8.75 	 0.247
 9.25 	 0.243
 9.75 	 0.249
10.25 	 0.256
10.75 	 0.251
11.25 	 0.249
11.75 	 0.261
12.25 	 0.263
12.75 	 0.268
13.25 	 0.274
13.75 	 0.275
14.25 	 0.277
14.75 	 0.285
15.25 	 0.287
15.75 	 0.297
16.25 	 0.295
16.75 	 0.299
17.25 	 0.304
17.75 	 0.301
18.25 	 0.312
18.75 	 0.310
19.25 	 0.320
19.75 	 0.326
