  0.16000000E+00   0.10000000E-02   0.10000000E+01
  0.16000000E+00   0.20100000E+00   0.10176541E+01
  0.16000000E+00   0.40100001E+00   0.10267285E+01
  0.16000000E+00   0.60100001E+00   0.10391105E+01
  0.16000000E+00   0.80100001E+00   0.10520054E+01
  0.16000000E+00   0.10010000E+01   0.10632623E+01
  0.16000000E+00   0.12010000E+01   0.10715197E+01
  0.16000000E+00   0.14010000E+01   0.10761926E+01
  0.16000000E+00   0.16010000E+01   0.10772735E+01
  0.16000000E+00   0.18010000E+01   0.10751022E+01
  0.16000000E+00   0.20010000E+01   0.10701704E+01
  0.16000000E+00   0.22010000E+01   0.10629965E+01
  0.16000000E+00   0.24010000E+01   0.10540624E+01
  0.16000000E+00   0.26010000E+01   0.10437877E+01
  0.16000000E+00   0.28010000E+01   0.10325230E+01
  0.16000000E+00   0.30010000E+01   0.10205546E+01
  0.16000000E+00   0.32010000E+01   0.10081118E+01
  0.16000000E+00   0.34010001E+01   0.99537566E+00
  0.16000000E+00   0.36010001E+01   0.98248825E+00
  0.16000000E+00   0.38010001E+01   0.96955971E+00
  0.16000000E+00   0.40010001E+01   0.95667455E+00
  0.16000000E+00   0.42010001E+01   0.94389689E+00
  0.16000000E+00   0.44010001E+01   0.93127468E+00
  0.16000000E+00   0.46010001E+01   0.91884301E+00
  0.16000000E+00   0.48010001E+01   0.90662795E+00
  0.16000000E+00   0.50010001E+01   0.89464790E+00
  0.16000000E+00   0.52010001E+01   0.88291607E+00
  0.16000000E+00   0.54010001E+01   0.87144094E+00
  0.16000000E+00   0.56010001E+01   0.86022775E+00
  0.16000000E+00   0.58010001E+01   0.84927924E+00
  0.16000000E+00   0.60010001E+01   0.83859419E+00
  0.16000000E+00   0.62010001E+01   0.82817120E+00
  0.16000000E+00   0.64010001E+01   0.81800565E+00
  0.16000000E+00   0.66010001E+01   0.80809340E+00
  0.16000000E+00   0.68010001E+01   0.79842719E+00
  0.16000000E+00   0.70010001E+01   0.78900014E+00
  0.16000000E+00   0.72010001E+01   0.77980549E+00
  0.16000000E+00   0.74010001E+01   0.77083577E+00
  0.16000000E+00   0.76010001E+01   0.76208309E+00
  0.16000000E+00   0.78010001E+01   0.75354040E+00
  0.16000000E+00   0.80010001E+01   0.74520059E+00
  0.16000000E+00   0.82010001E+01   0.73705728E+00
  0.16000000E+00   0.84010001E+01   0.72910279E+00
  0.16000000E+00   0.86010001E+01   0.72133274E+00
  0.16000000E+00   0.88010001E+01   0.71373896E+00
  0.16000000E+00   0.90010001E+01   0.70631655E+00
  0.16000000E+00   0.92010001E+01   0.69906232E+00
  0.16000000E+00   0.94010001E+01   0.69196971E+00
  0.16000000E+00   0.96010001E+01   0.68503463E+00
  0.16000000E+00   0.98010001E+01   0.67825349E+00
  0.16000000E+00   0.10001000E+02   0.67161958E+00
  0.16000000E+00   0.10201000E+02   0.66512993E+00
  0.16000000E+00   0.10401000E+02   0.65878123E+00
  0.16000000E+00   0.10601000E+02   0.65256730E+00
  0.16000000E+00   0.10801000E+02   0.64648562E+00
  0.16000000E+00   0.11001000E+02   0.64053311E+00
  0.16000000E+00   0.11201000E+02   0.63470589E+00
  0.16000000E+00   0.11401000E+02   0.62900017E+00
  0.16000000E+00   0.11601000E+02   0.62341227E+00
  0.16000000E+00   0.11801000E+02   0.61793858E+00
  0.16000000E+00   0.12001000E+02   0.61257561E+00
  0.16000000E+00   0.12201000E+02   0.60731997E+00
  0.16000000E+00   0.12401000E+02   0.60216838E+00
  0.16000000E+00   0.12601000E+02   0.59711765E+00
  0.16000000E+00   0.12801000E+02   0.59216471E+00
  0.16000000E+00   0.13001000E+02   0.58730662E+00
  0.16000000E+00   0.13201000E+02   0.58254050E+00
  0.16000000E+00   0.13401000E+02   0.57786361E+00
  0.16000000E+00   0.13601000E+02   0.57327329E+00
  0.16000000E+00   0.13801000E+02   0.56876700E+00
  0.16000000E+00   0.14001000E+02   0.56434228E+00
  0.16000000E+00   0.14201000E+02   0.55999675E+00
  0.16000000E+00   0.14401000E+02   0.55572816E+00
  0.16000000E+00   0.14601000E+02   0.55153431E+00
  0.16000000E+00   0.14801000E+02   0.54741310E+00
  0.16000000E+00   0.15001000E+02   0.54336251E+00
  0.16000000E+00   0.15201000E+02   0.53938059E+00
  0.16000000E+00   0.15401000E+02   0.53546547E+00
  0.16000000E+00   0.15601000E+02   0.53161536E+00
  0.16000000E+00   0.15801000E+02   0.52782851E+00
  0.16000000E+00   0.16001000E+02   0.52410327E+00
  0.16000000E+00   0.16201000E+02   0.52043803E+00
  0.16000000E+00   0.16401000E+02   0.51683123E+00
  0.16000000E+00   0.16601000E+02   0.51328139E+00
  0.16000000E+00   0.16801000E+02   0.50978708E+00
  0.16000000E+00   0.17001000E+02   0.50634690E+00
  0.16000000E+00   0.17201000E+02   0.50295953E+00
  0.16000000E+00   0.17401000E+02   0.49962368E+00
  0.16000000E+00   0.17601000E+02   0.49633811E+00
  0.16000000E+00   0.17801000E+02   0.49310160E+00
  0.16000000E+00   0.18001000E+02   0.48991301E+00
  0.16000000E+00   0.18201000E+02   0.48677122E+00
  0.16000000E+00   0.18401000E+02   0.48367514E+00
