0.0000 0.1600 0.0648
0.0000 0.1800 0.0636
0.0000 0.2000 0.0642
0.0000 0.2200 0.0657
0.0000 0.2400 0.0677
0.0000 0.2600 0.0701
0.0000 0.2800 0.0727
0.0000 0.3000 0.0755
0.0000 0.3200 0.0784
0.0000 0.3400 0.0814
0.0000 0.3600 0.0845
0.0000 0.3800 0.0876
0.0000 0.4000 0.0908
0.0000 0.4200 0.0940
0.0000 0.4400 0.0973
0.0000 0.4600 0.1006
0.0000 0.4800 0.1039
0.0000 0.5000 0.1072
0.0000 0.5200 0.1106
0.0000 0.5400 0.1139
0.0000 0.5600 0.1173
0.0000 0.5800 0.1207
0.2000 0.1600 0.0640
0.2000 0.1800 0.0629
0.2000 0.2000 0.0634
0.2000 0.2200 0.0649
0.2000 0.2400 0.0669
0.2000 0.2600 0.0692
0.2000 0.2800 0.0718
0.2000 0.3000 0.0746
0.2000 0.3200 0.0775
0.2000 0.3400 0.0804
0.2000 0.3600 0.0835
0.2000 0.3800 0.0866
0.2000 0.4000 0.0897
0.2000 0.4200 0.0929
0.2000 0.4400 0.0962
0.2000 0.4600 0.0994
0.2000 0.4800 0.1027
0.2000 0.5000 0.1060
0.2000 0.5200 0.1093
0.2000 0.5400 0.1126
0.2000 0.5600 0.1159
0.2000 0.5800 0.1193
0.4000 0.1600 0.0618
0.4000 0.1800 0.0607
0.4000 0.2000 0.0613
0.4000 0.2200 0.0627
0.4000 0.2400 0.0647
0.4000 0.2600 0.0669
0.4000 0.2800 0.0694
0.4000 0.3000 0.0721
0.4000 0.3200 0.0749
0.4000 0.3400 0.0778
0.4000 0.3600 0.0807
0.4000 0.3800 0.0837
0.4000 0.4000 0.0868
0.4000 0.4200 0.0899
0.4000 0.4400 0.0930
0.4000 0.4600 0.0961
0.4000 0.4800 0.0993
0.4000 0.5000 0.1025
0.4000 0.5200 0.1057
0.4000 0.5400 0.1089
0.4000 0.5600 0.1121
0.4000 0.5800 0.1153
0.6000 0.1600 0.0586
0.6000 0.1800 0.0576
0.6000 0.2000 0.0582
0.6000 0.2200 0.0595
0.6000 0.2400 0.0614
0.6000 0.2600 0.0635
0.6000 0.2800 0.0659
0.6000 0.3000 0.0685
0.6000 0.3200 0.0711
0.6000 0.3400 0.0738
0.6000 0.3600 0.0766
0.6000 0.3800 0.0795
0.6000 0.4000 0.0824
