0.0000 0.1600 1.9105
0.0000 0.1800 2.4610
0.0000 0.2000 3.0115
0.0000 0.2200 3.5619
0.0000 0.2400 4.1124
0.0000 0.2600 4.6629
0.0000 0.2800 5.2134
0.0000 0.3000 5.7638
0.0000 0.3200 6.3143
0.0000 0.3400 6.8648
0.0000 0.3600 7.4153
0.0000 0.3800 7.9657
0.0000 0.4000 8.5162
0.0000 0.4200 9.0667
0.0000 0.4400 9.6171
0.0000 0.4600 10.1676
0.0000 0.4800 10.7181
0.0000 0.5000 11.2685
0.0000 0.5200 11.8190
0.0000 0.5400 12.3695
0.0000 0.5600 12.9200
0.0000 0.5800 13.4704
0.2000 0.1600 1.9113
0.2000 0.1800 2.4618
0.2000 0.2000 3.0122
0.2000 0.2200 3.5627
0.2000 0.2400 4.1131
0.2000 0.2600 4.6636
0.2000 0.2800 5.2141
0.2000 0.3000 5.7645
0.2000 0.3200 6.3150
0.2000 0.3400 6.8654
0.2000 0.3600 7.4159
0.2000 0.3800 7.9663
0.2000 0.4000 8.5168
0.2000 0.4200 9.0672
0.2000 0.4400 9.6177
0.2000 0.4600 10.1681
0.2000 0.4800 10.7186
0.2000 0.5000 11.2690
0.2000 0.5200 11.8195
0.2000 0.5400 12.3699
0.2000 0.5600 12.9204
0.2000 0.5800 13.4708
0.4000 0.1600 1.9135
0.4000 0.1800 2.4640
0.4000 0.2000 3.0144
0.4000 0.2200 3.5648
0.4000 0.2400 4.1153
0.4000 0.2600 4.6657
0.4000 0.2800 5.2161
0.4000 0.3000 5.7665
0.4000 0.3200 6.3169
0.4000 0.3400 6.8673
0.4000 0.3600 7.4177
0.4000 0.3800 7.9681
0.4000 0.4000 8.5185
0.4000 0.4200 9.0689
0.4000 0.4400 9.6193
0.4000 0.4600 10.1697
0.4000 0.4800 10.7201
0.4000 0.5000 11.2705
0.4000 0.5200 11.8209
0.4000 0.5400 12.3713
0.4000 0.5600 12.9217
0.4000 0.5800 13.4720
0.6000 0.1600 1.9171
0.6000 0.1800 2.4675
0.6000 0.2000 3.0179
0.6000 0.2200 3.5683
0.6000 0.2400 4.1187
0.6000 0.2600 4.6690
0.6000 0.2800 5.2194
0.6000 0.3000 5.7697
0.6000 0.3200 6.3201
0.6000 0.3400 6.8704
0.6000 0.3600 7.4207
0.6000 0.3800 7.9710
0.6000 0.4000 8.5213
0.6000 0.4200 9.0716
0.6000 0.4400 9.6219
0.6000 0.4600 10.1722
0.6000 0.4800 10.7225
0.6000 0.5000 11.2728
0.6000 0.5200 11.8231
0.6000 0.5400 12.3734
0.6000 0.5600 12.9237
0.6000 0.5800 13.4740
0.8000 0.1600 1.9219
0.8000 0.1800 2.4722
0.8000 0.2000 3.0225
0.8000 0.2200 3.5728
0.8000 0.2400 4.1231
0.8000 0.2600 4.6734
0.8000 0.2800 5.2237
0.8000 0.3000 5.7739
0.8000 0.3200 6.3242
0.8000 0.3400 6.8744
0.8000 0.3600 7.4246
0.8000 0.3800 7.9748
0.8000 0.4000 8.5250
0.8000 0.4200 9.0752
0.8000 0.4400 9.6254
0.8000 0.4600 10.1756
0.8000 0.4800 10.7257
0.8000 0.5000 11.2759
0.8000 0.5200 11.8261
0.8000 0.5400 12.3762
0.8000 0.5600 12.9263
0.8000 0.5800 13.4765
1.0000 0.1600 1.9275
1.0000 0.1800 2.4778
1.0000 0.2000 3.0281
1.0000 0.2200 3.5783
1.0000 0.2400 4.1285
1.0000 0.2600 4.6787
1.0000 0.2800 5.2289
1.0000 0.3000 5.7790
1.0000 0.3200 6.3291
1.0000 0.3400 6.8792
1.0000 0.3600 7.4293
1.0000 0.3800 7.9794
1.0000 0.4000 8.5295
1.0000 0.4200 9.0795
1.0000 0.4400 9.6295
1.0000 0.4600 10.1796
1.0000 0.4800 10.7296
1.0000 0.5000 11.2796
1.0000 0.5200 11.8296
1.0000 0.5400 12.3796
1.0000 0.5600 12.9296
1.0000 0.5800 13.4795
1.2000 0.1600 1.9340
1.2000 0.1800 2.4842
1.2000 0.2000 3.0344
1.2000 0.2200 3.5845
1.2000 0.2400 4.1346
1.2000 0.2600 4.6847
1.2000 0.2800 5.2347
1.2000 0.3000 5.7848
1.2000 0.3200 6.3348
1.2000 0.3400 6.8847
1.2000 0.3600 7.4347
1.2000 0.3800 7.9846
1.2000 0.4000 8.5345
1.2000 0.4200 9.0844
1.2000 0.4400 9.6342
1.2000 0.4600 10.1841
1.2000 0.4800 10.7339
1.2000 0.5000 11.2838
1.2000 0.5200 11.8336
1.2000 0.5400 12.3834
1.2000 0.5600 12.9332
1.2000 0.5800 13.4830
1.4000 0.1600 1.9411
1.4000 0.1800 2.4912
1.4000 0.2000 3.0413
1.4000 0.2200 3.5913
1.4000 0.2400 4.1413
1.4000 0.2600 4.6913
1.4000 0.2800 5.2412
1.4000 0.3000 5.7911
1.4000 0.3200 6.3409
1.4000 0.3400 6.8907
1.4000 0.3600 7.4405
1.4000 0.3800 7.9903
1.4000 0.4000 8.5400
1.4000 0.4200 9.0897
1.4000 0.4400 9.6394
1.4000 0.4600 10.1891
1.4000 0.4800 10.7387
1.4000 0.5000 11.2884
1.4000 0.5200 11.8380
1.4000 0.5400 12.3876
