0.0000 0.1600 1.0000
0.0000 0.1800 1.0000
0.0000 0.2000 1.0000
0.0000 0.2200 1.0000
0.0000 0.2400 1.0000
0.0000 0.2600 1.0000
0.0000 0.2800 1.0000
0.0000 0.3000 1.0000
0.0000 0.3200 1.0000
0.0000 0.3400 1.0000
0.0000 0.3600 1.0000
0.0000 0.3800 1.0000
0.0000 0.4000 1.0000
0.0000 0.4200 1.0000
0.0000 0.4400 1.0000
0.0000 0.4600 1.0000
0.0000 0.4800 1.0000
0.0000 0.5000 1.0000
0.0000 0.5200 1.0000
0.0000 0.5400 1.0000
0.0000 0.5600 1.0000
0.0000 0.5800 1.0000
0.2000 0.1600 0.9880
0.2000 0.1800 0.9881
0.2000 0.2000 0.9881
0.2000 0.2200 0.9882
0.2000 0.2400 0.9882
0.2000 0.2600 0.9882
0.2000 0.2800 0.9882
0.2000 0.3000 0.9883
0.2000 0.3200 0.9883
0.2000 0.3400 0.9883
0.2000 0.3600 0.9883
0.2000 0.3800 0.9883
0.2000 0.4000 0.9883
0.2000 0.4200 0.9883
0.2000 0.4400 0.9883
0.2000 0.4600 0.9883
0.2000 0.4800 0.9883
0.2000 0.5000 0.9883
0.2000 0.5200 0.9883
0.2000 0.5400 0.9883
0.2000 0.5600 0.9883
0.2000 0.5800 0.9883
0.4000 0.1600 0.9543
0.4000 0.1800 0.9546
0.4000 0.2000 0.9548
0.4000 0.2200 0.9550
0.4000 0.2400 0.9551
0.4000 0.2600 0.9552
0.4000 0.2800 0.9553
0.4000 0.3000 0.9553
0.4000 0.3200 0.9554
0.4000 0.3400 0.9554
0.4000 0.3600 0.9555
0.4000 0.3800 0.9555
0.4000 0.4000 0.9555
0.4000 0.4200 0.9555
0.4000 0.4400 0.9556
0.4000 0.4600 0.9556
0.4000 0.4800 0.9556
0.4000 0.5000 0.9556
0.4000 0.5200 0.9556
0.4000 0.5400 0.9556
0.4000 0.5600 0.9557
0.4000 0.5800 0.9557
0.6000 0.1600 0.9048
0.6000 0.1800 0.9056
0.6000 0.2000 0.9060
0.6000 0.2200 0.9063
0.6000 0.2400 0.9066
0.6000 0.2600 0.9068
0.6000 0.2800 0.9069
0.6000 0.3000 0.9070
0.6000 0.3200 0.9071
0.6000 0.3400 0.9072
0.6000 0.3600 0.9073
0.6000 0.3800 0.9074
0.6000 0.4000 0.9074
0.6000 0.4200 0.9075
0.6000 0.4400 0.9075
0.6000 0.4600 0.9075
0.6000 0.4800 0.9076
0.6000 0.5000 0.9076
0.6000 0.5200 0.9076
0.6000 0.5400 0.9077
0.6000 0.5600 0.9077
0.6000 0.5800 0.9077
0.8000 0.1600 0.8466
0.8000 0.1800 0.8478
0.8000 0.2000 0.8485
0.8000 0.2200 0.8491
0.8000 0.2400 0.8494
0.8000 0.2600 0.8497
0.8000 0.2800 0.8500
0.8000 0.3000 0.8502
0.8000 0.3200 0.8503
0.8000 0.3400 0.8505
0.8000 0.3600 0.8506
0.8000 0.3800 0.8507
0.8000 0.4000 0.8508
0.8000 0.4200 0.8509
0.8000 0.4400 0.8509
0.8000 0.4600 0.8510
0.8000 0.4800 0.8511
0.8000 0.5000 0.8511
0.8000 0.5200 0.8512
0.8000 0.5400 0.8512
0.8000 0.5600 0.8512
0.8000 0.5800 0.8513
1.0000 0.1600 0.7856
1.0000 0.1800 0.7872
1.0000 0.2000 0.7883
1.0000 0.2200 0.7890
1.0000 0.2400 0.7895
1.0000 0.2600 0.7899
1.0000 0.2800 0.7903
1.0000 0.3000 0.7905
1.0000 0.3200 0.7908
1.0000 0.3400 0.7910
1.0000 0.3600 0.7911
1.0000 0.3800 0.7913
1.0000 0.4000 0.7914
1.0000 0.4200 0.7915
1.0000 0.4400 0.7916
1.0000 0.4600 0.7917
1.0000 0.4800 0.7918
1.0000 0.5000 0.7918
1.0000 0.5200 0.7919
1.0000 0.5400 0.7920
1.0000 0.5600 0.7920
1.0000 0.5800 0.7921
1.2000 0.1600 0.7259
1.2000 0.1800 0.7279
