  1.0000E+00  1.1006E+00
  3.0000E+00  4.9757E-01
  5.0000E+00  3.2942E-01
  7.0000E+00  2.9982E-01
  9.0000E+00  3.0651E-01
  1.1000E+01  3.2504E-01
  1.3000E+01  3.4654E-01
  1.5000E+01  3.6663E-01
  1.7000E+01  3.8658E-01
  1.9000E+01  4.0365E-01
  2.1000E+01  4.2618E-01
  2.3000E+01  4.4674E-01
  2.5000E+01  4.6181E-01
  2.7000E+01  4.7909E-01
  2.9000E+01  4.9525E-01
  3.1000E+01  5.1081E-01
  3.3000E+01  5.2767E-01
  3.5000E+01  5.3534E-01
  3.7000E+01  5.4992E-01
  3.9000E+01  5.6546E-01

