1 0.67399444
3 1.0364302
5 1.1210685
7 1.0710065
9 0.96470815
11 1.0008603
13 0.97031813
15 0.96988292
17 0.84486494
19 0.87985732
21 0.81476134
23 0.858898
25 0.81972721
27 0.86584878
29 0.75911145
31 0.7600629
33 0.82944483
35 0.7899926
37 0.75717361
39 0.74164012
41 0.75557691
43 0.77768537
45 0.76119204
47 0.76179354
49 0.86114024
51 0.93069441
53 0.84879508
55 0.87336872
57 0.76754985
59 0.77558817
61 0.7929671
63 0.67529891
65 0.91083931
67 0.83468474
69 0.61081095
71 0.58878739
73 0.78387936
75 0.71190057
77 0.85204495
79 0.87429407
81 0.8803176
83 0.88106914
85 0.6967056
87 1.0419593
89 0.8832021
91 0.96687962
93 0.88612376
95 0.9478991
97 0.80557172
99 0.77167116
101 0.65137615
103 0.76197081
105 0.84798306
107 0.68154158
109 0.97444089
111 0.86791137
113 0.77633252
115 0.84257679
117 0.90116303
119 0.89083601
121 0.75592331
123 0.97105439
125 0.83396789
127 0.82812821
129 0.93509437
131 1.2672533
133 1.0505304
135 0.99593661
137 0.94045175
139 1.3685458
141 1.0368256
143 1.4215261
145 1.503568
147 1.3238188
149 1.5349644
151 1.5210433
153 1.8757649
155 1.4724185
157 1.4743671
159 2.6019672
161 1.7634463
163 1.725993
165 2.1175285
167 3.0320074
169 3.5800407
171 3.4824901
173 3.6771476
175 1.6876118
177 3.822377
179 3.2156852
181 3.3348499
183 4.5097767
185 5.9579961
187 3.5382584
189 4.5970954
191 3.0441707
193 6.2866903
195 0.18542457
197 1.2776703
199 0

