1 0.76459987
3 1.3714485
5 1.9328738
7 1.9935365
9 1.6479469
11 1.4352471
13 1.1272858
15 1.1160135
17 0.90620874
19 0.81424634
21 1.0391525
23 0.81178085
25 0.73167912
27 1.0383384
29 0.54767866
31 0.69677133
33 1.0893559
35 0.71075679
37 1.1081329
39 0.91012001
41 0.34299793
43 0.54140277
45 0.76008006
47 0.97976598
49 1.1142626
51 1.4305323
53 1.0854078
55 0.86744609
57 0.85450241
59 0.35711463
61 0.52802088
63 0.86737271
65 0.79510755
67 0.63806986
69 0.90197445
71 0.66705043
73 0.8810825
75 0.43992041
77 1.0127158
79 0.43452262
81 0.87888018
83 0.63849062
85 0.78455639
87 1.1264633
89 1.3755211
91 1.5721671
93 1.08174
95 0.90437404
97 0.43899517
99 0.74412558
101 1.1558012
103 0.88445281
105 1.2173075
107 1.2496077
109 0.40914485
111 1.3188757
113 1.2969516
115 0.87713311
117 1.3989901
119 1.4513264
121 0.90423223
123 0.55590514
125 1.4362759
127 1.1260338
129 0.32294597
131 0.6169592
133 0.41942667
135 1.501473
137 0.87344285
139 2.2581182
141 0.42738459
143 1.4370063
145 1.9419505
147 1.7011685
149 0.88064342
151 2.3774362
153 1.2315965
155 2.1298707
157 1.7597422
159 3.5956831
161 1.2574212
163 1.1460145
165 1.6875839
167 4.6851064
169 4.7441894
171 3.3909601
173 3.6884995
175 4.4640187
177 0.12671124
179 3.0543966
181 3.5952229
183 3.2410308
185 6.4393064
187 -0.40600425
189 2.2592593
191 -1.7177834
193 1.0855137
195 0
197 0
199 0

