1 1.181083
3 7.3686115
5 7.2154089
7 3.8503102
9 2.1605494
11 1.5619616
13 1.3187222
15 1.2223495
17 1.1768069
19 1.1898675
21 1.1363039
23 1.1372834
25 1.1708928
27 1.1575278
29 1.0947198
31 1.121787
33 1.1399928
35 1.149774
37 1.1484034
39 1.0681746
41 1.0983949
43 1.0871244
45 1.0947356
47 1.0974341
49 1.0974879
51 1.1155662
53 1.0791914
55 1.0590399
57 1.0889433
59 1.07909
61 1.1370373
63 1.0856803
65 1.1050443
67 1.0803479
69 1.0608103
71 1.0839025
73 1.0580741
75 1.0873933
77 1.0797686
79 1.057602
81 1.0400636
83 1.0754015
85 1.0658694
87 1.0849707
89 1.0741333
91 1.0391273
93 1.0679307
95 1.0803268
97 1.0383638
99 1.0474179
101 1.033972
103 1.0089437
105 1.0532952
107 1.0250256
109 1.0162708
111 0.97815407
113 1.0222735
115 1.0129192
117 1.0165893
119 1.0233507
121 0.99489186
123 0.98917553
125 0.99491998
127 1.0019306
129 0.95144711
131 0.99722226
133 0.97124034
135 1.0049132
137 0.96986017
139 0.96234546
141 0.92884409
143 0.87281823
145 0.92492254
147 0.87859866
149 0.89003176
151 0.89377074
153 0.87958632
155 0.85179766
157 0.84762935
159 0.79055351
161 0.79001727
163 0.773681
165 0.68000581
167 0.67545413
169 0.71813066
171 0.67738652
173 0.61102569
175 0.52790289
177 0.6239999
179 0.56028844
181 0.48904677
183 0.41343192
185 0.39336029
187 0.40477932
189 0.44026224
191 0.20765036
193 0.45326045
195 0
197 0
199 0

