  1.0000E+00  6.4367E-02
  3.0000E+00  1.1474E-01
  5.0000E+00  1.1605E-01
  7.0000E+00  1.0830E-01
  9.0000E+00  1.0399E-01
  1.1000E+01  9.4158E-02
  1.3000E+01  8.6349E-02
  1.5000E+01  7.9689E-02
  1.7000E+01  7.8003E-02
  1.9000E+01  7.4012E-02
  2.1000E+01  7.2026E-02
  2.3000E+01  6.4138E-02
  2.5000E+01  6.4885E-02
  2.7000E+01  5.9992E-02
  2.9000E+01  5.9513E-02
  3.1000E+01  5.8507E-02
  3.3000E+01  5.4434E-02
  3.5000E+01  5.5379E-02
  3.7000E+01  5.3425E-02
  3.9000E+01  4.9911E-02
  4.1000E+01  4.8907E-02
  4.3000E+01  4.6893E-02
  4.5000E+01  4.4965E-02
  4.7000E+01  4.3244E-02
  4.9000E+01  4.1956E-02
  5.1000E+01  3.7010E-02
  5.3000E+01  4.2783E-02
  5.5000E+01  3.9003E-02
  5.7000E+01  4.3932E-02
  5.9000E+01  3.7957E-02
  6.1000E+01  3.7936E-02
  6.3000E+01  3.8808E-02
  6.5000E+01  3.5565E-02
  6.7000E+01  3.5272E-02
  6.9000E+01  4.0163E-02
  7.1000E+01  3.9955E-02
  7.3000E+01  3.4217E-02
  7.5000E+01  3.4679E-02
  7.7000E+01  3.4524E-02
  7.9000E+01  3.0102E-02
  8.1000E+01  2.9219E-02
  8.3000E+01  2.6713E-02
  8.5000E+01  3.4422E-02
  8.7000E+01  2.7336E-02
  8.9000E+01  2.5908E-02
  9.1000E+01  2.3792E-02
  9.3000E+01  2.9655E-02
  9.5000E+01  2.7869E-02
  9.7000E+01  2.9219E-02
  9.9000E+01  3.0386E-02
  1.0100E+02  3.0847E-02
  1.0300E+02  3.0282E-02
  1.0500E+02  2.6451E-02
  1.0700E+02  2.6129E-02
  1.0900E+02  2.4101E-02
  1.1100E+02  2.4370E-02
  1.1300E+02  2.7523E-02
  1.1500E+02  2.5784E-02
  1.1700E+02  2.4161E-02
  1.1900E+02  2.4880E-02
  1.2100E+02  2.2116E-02
  1.2300E+02  2.5427E-02
  1.2500E+02  2.5477E-02
  1.2700E+02  2.4303E-02
  1.2900E+02  2.1616E-02
  1.3100E+02  2.0909E-02
  1.3300E+02  2.4698E-02
  1.3500E+02  1.9688E-02
  1.3700E+02  2.9220E-02
  1.3900E+02  1.9832E-02
  1.4100E+02  2.2593E-02
  1.4300E+02  2.1899E-02
  1.4500E+02  1.9759E-02
  1.4700E+02  2.1651E-02
  1.4900E+02  2.2194E-02
  1.5100E+02  2.3808E-02
  1.5300E+02  2.2224E-02
  1.5500E+02  2.4201E-02
  1.5700E+02  2.3583E-02
  1.5900E+02  1.8300E-02
  1.6100E+02  2.3817E-02
  1.6300E+02  2.2306E-02
  1.6500E+02  2.3824E-02
  1.6700E+02  1.6215E-02
  1.6900E+02  2.0652E-02
  1.7100E+02  2.2987E-02
  1.7300E+02  2.2199E-02
  1.7500E+02  2.1803E-02
  1.7700E+02  2.1388E-02
  1.7900E+02  1.8935E-02
  1.8100E+02  2.1980E-02
  1.8300E+02  2.8793E-02
  1.8500E+02  2.5950E-02
  1.8700E+02  3.4842E-02
  1.8900E+02  4.0419E-02
  1.9100E+02  5.2116E-02
  1.9300E+02  7.9040E-02
  1.9500E+02  1.1341E-01
  1.9700E+02  1.6534E-01
  1.9900E+02  2.1780E-01
