1 0.32107941
3 1.0173242
5 1.2966729
7 1.2810353
9 1.2418844
11 1.1815161
13 1.1642812
15 1.1507514
17 1.1447307
19 1.1467608
21 1.1313529
23 1.1322469
25 1.1270436
27 1.1255088
29 1.1170722
31 1.108788
33 1.1095192
35 1.1156275
37 1.1135983
39 1.0944541
41 1.0952124
43 1.0966518
45 1.0933286
47 1.0776123
49 1.0936294
51 1.0975336
53 1.089315
55 1.0797039
57 1.086787
59 1.0834637
61 1.0722727
63 1.0759354
65 1.0736648
67 1.0741807
69 1.0656579
71 1.0595441
73 1.0596543
75 1.0540367
77 1.0664201
79 1.0616749
81 1.0588348
83 1.0526761
85 1.0587238
87 1.0492554
89 1.0496326
91 1.0519597
93 1.0396549
95 1.043257
97 1.032887
99 1.0262046
101 1.0225442
103 1.0232151
105 1.0363665
107 1.0199949
109 1.0142401
111 1.0105912
113 1.020952
115 1.0200285
117 1.0173399
119 1.008289
121 0.98710384
123 0.99333685
125 0.98272044
127 0.97406228
129 0.96961078
131 0.96372595
133 0.9449621
135 0.94063137
137 0.9335318
139 0.9073799
141 0.9024324
143 0.89661593
145 0.87340439
147 0.85716401
149 0.84067921
151 0.82065317
153 0.80402078
155 0.76880041
157 0.75527494
159 0.75115621
161 0.69819042
163 0.66053981
165 0.65712659
167 0.63333293
169 0.61323709
171 0.586231
173 0.56494891
175 0.55717191
177 0.49609899
179 0.47328443
181 0.44547321
183 0.4094655
185 0.37591521
187 0.35946517
189 0.34987529
191 0.23527579
193 0.18859625
195 0.24794875
197 0.44264195
199 0

