0.16	2.253392
0.17	2.144337
0.18	1.820341
0.19	1.575104
0.20	1.449597
0.21	1.410185
0.22	1.419922
0.23	1.461612
0.24	1.527241
0.25	1.612808
0.26	1.716590
0.27	1.837322
0.28	1.974097
0.29	2.126237
0.30	2.293030
0.31	2.473589
0.32	2.666826
0.33	2.871451
0.34	3.086634
0.35	3.311658
0.36	3.543531
0.37	3.780287
0.38	4.019946
0.39	4.260628
0.40	4.500487
0.41	4.737875
0.42	4.971342
0.43	5.199671
0.44	5.421910
0.45	5.637318
0.46	5.845371
0.47	6.045818
0.48	6.244030
0.49	6.434913
0.50	6.618511
0.51	6.795116
0.52	6.965002
0.53	7.128547
0.54	7.286102
0.55	7.438134
0.56	7.584995
0.57	7.727167
0.58	7.864964
0.59	7.998819
0.60	8.129077
0.61	8.256072
0.62	8.380110
0.63	8.501474
0.64	8.620422
0.65	8.737189
0.66	8.851988
0.67	8.965011
0.68	9.076429
0.69	9.186398
0.70	9.295056
0.71	9.406874
0.72	9.518874
0.73	9.629823
0.74	9.739811
0.75	9.848916
0.76	9.957209
0.77	10.064750
0.78	10.171600
0.79	10.277810
0.80	10.383410
0.81	10.488460
0.82	10.592980
0.83	10.697010
0.84	10.800580
0.85	10.903710
0.86	11.006430
0.87	11.108750
0.88	11.210700
0.89	11.312280
0.90	11.413530
0.91	11.514440
0.92	11.615040
0.93	11.715330
0.94	11.815320
0.95	11.915030
0.96	12.014460
0.97	12.113620
0.98	12.212510
0.99	12.311160
1.00	12.409550
