0.25	0.0719008
0.75	0.389126
1.25	0.659489
1.75	1.02119
2.25	1.45919
2.75	1.7571
3.25	1.98993
3.75	2.07166
4.25	2.04982
4.75	1.98073
5.25	1.87097
5.75	1.77774
6.25	1.68734
6.75	1.60903
7.25	1.53133
7.75	1.47132
8.25	1.4038
8.75	1.41428
9.25	1.33547
9.75	1.3518
10.25	1.29028
10.75	1.28673
11.25	1.27817
11.75	1.24366
12.25	1.20834
12.75	1.25559
13.25	1.29275
13.75	1.16584
14.25	1.24208
14.75	1.17387
15.25	1.1539
15.75	1.17657
16.25	1.23002
16.75	1.07806
17.25	1.151
17.75	1.24731
18.25	1.09829
18.75	1.18358
19.25	1.17371
19.75	1.20162
20.25	1.11178
20.75	1.11777
21.25	1.06506




