0.1	0.22074
0.3	0.25581
0.5	0.29771
0.7	0.35521
0.9	0.42264
1.1	0.50176
1.3	0.59645
1.5	0.70714
1.7	0.82092
1.9	0.94585
2.1	1.07784
2.3	1.20168
2.5	1.3148
2.7	1.41157
2.9	1.47754
3.1	1.52006
3.3	1.54817
3.5	1.55213
3.7	1.55131
3.9	1.53316
4.1	1.52243
4.3	1.51275
4.5	1.4907
4.7	1.47804
4.9	1.45842
5.1	1.41542
5.3	1.40333
5.5	1.3891
5.7	1.38001
5.9	1.3584
6.1	1.34999
6.3	1.33894
6.5	1.32553
6.7	1.31891
6.9	1.30013
7.1	1.30363
7.3	1.2835
7.5	1.28624
7.7	1.30764
7.9	1.26852
8.1	1.29469
8.3	1.29351
8.5	1.27135
8.7	1.30837
8.9	1.2909
9.1	1.30334
9.3	1.285
9.5	1.2958
9.7	1.30222
9.9	1.30588
10.1	1.28369
10.3	1.29951
10.5	1.25114
10.7	1.24943
10.9	1.26811
11.1	1.23826
11.3	1.23056
11.5	1.21847
11.7	1.23844
11.9	1.24653
