    T(GeV)          p(GeV)     A(p,T)(1/fm)
  0.2400000       13.00000      6.0001153E-02
  0.2400000       13.20000      5.9422448E-02
  0.2400000       13.40000      5.8863256E-02
  0.2400000       13.60000      5.8322545E-02
  0.2400000       13.80000      5.7799365E-02
  0.2400000       14.00000      5.7292808E-02
  0.2400000       14.20000      5.6802057E-02
  0.2400000       14.40000      5.6326348E-02
  0.2400000       14.60000      5.5864923E-02
  0.2400000       14.80000      5.5417139E-02
  0.2400000       15.00000      5.4982342E-02
  0.2400000       15.20000      5.4559927E-02
  0.2400000       15.40000      5.4149371E-02
  0.2400000       15.60000      5.3750116E-02
  0.2400000       15.80000      5.3361692E-02
  0.2400000       16.00000      5.2983612E-02
  0.2400000       16.20000      5.2615453E-02
  0.2400000       16.40000      5.2256811E-02
  0.2400000       16.60000      5.1907279E-02
  0.2400000       16.80000      5.1566489E-02
  0.2400000       17.00000      5.1234100E-02
  0.2400000       17.20000      5.0909787E-02
  0.2400000       17.40000      5.0593246E-02
  0.2400000       17.60000      5.0284147E-02
  0.2400000       17.80000      4.9982239E-02
  0.2400000       18.00000      4.9687255E-02
  0.2400000       18.20000      4.9398929E-02
  0.2400000       18.40000      4.9117029E-02
  0.2400000       18.60000      4.8841327E-02
  0.2400000       18.80000      4.8571594E-02
  0.2400000       19.00000      4.8307646E-02
  0.2400000       19.20000      4.8049256E-02
  0.2400000       19.40000      4.7796261E-02
  0.2400000       19.60000      4.7548469E-02
  0.2400000       19.80000      4.7305707E-02
  0.2400000       20.00000      4.7067814E-02
  0.2400000       20.20000      4.6834636E-02
  0.2400000       20.40000      4.6606034E-02
  0.2400000       20.60000      4.6381835E-02
  0.2400000       20.80000      4.6161916E-02
  0.2400000       21.00000      4.5946151E-02
  0.2400000       21.20000      4.5734417E-02
  0.2400000       21.40000      4.5526583E-02
  0.2400000       21.60000      4.5322537E-02
  0.2400000       21.80000      4.5122169E-02
  0.2400000       22.00000      4.4925373E-02
  0.2400000       22.20000      4.4732030E-02
  0.2400000       22.40000      4.4542067E-02
  0.2400000       22.60000      4.4355385E-02
  0.2400000       22.80000      4.4171873E-02
  0.2400000       23.00000      4.3991469E-02
  0.2400000       23.20000      4.3814059E-02
  0.2400000       23.40000      4.3639582E-02
  0.2400000       23.60000      4.3467965E-02
  0.2400000       23.80000      4.3299116E-02
  0.2400000       24.00000      4.3132987E-02
  0.2400000       24.20000      4.2969480E-02
  0.2400000       24.40000      4.2808540E-02
  0.2400000       24.60000      4.2650096E-02
  0.2400000       24.80000      4.2494092E-02
  0.2400000       25.00000      4.2340461E-02
  0.2400000       25.20000      4.2189151E-02
  0.2400000       25.40000      4.2040110E-02
  0.2400000       25.60000      4.1893266E-02
  0.2400000       25.80000      4.1748580E-02
  0.2400000       26.00000      4.1605994E-02
  0.2400000       26.20000      4.1465454E-02
  0.2400000       26.40000      4.1326921E-02
  0.2400000       26.60000      4.1190345E-02
  0.2400000       26.80000      4.1055683E-02
  0.2400000       27.00000      4.0922891E-02
  0.2400000       27.20000      4.0791932E-02
  0.2400000       27.40000      4.0662758E-02
  0.2400000       27.60000      4.0535323E-02
  0.2400000       27.80000      4.0409595E-02
  0.2400000       28.00000      4.0285543E-02
  0.2400000       28.20000      4.0163133E-02
  0.2400000       28.40000      4.0042300E-02
  0.2400000       28.60000      3.9923046E-02
  0.2400000       28.80000      3.9805319E-02
  0.2400000       29.00000      3.9689101E-02
  0.2400000       29.20000      3.9574347E-02
  0.2400000       29.40000      3.9461032E-02
  0.2400000       29.60000      3.9349120E-02
  0.2400000       29.80000      3.9238594E-02
  0.2400000       30.00000      3.9129429E-02
  0.2600000      0.0000000E+00  0.3587965    
  0.2600000      0.2000000      0.3564372    
  0.2600000      0.4000000      0.3509561    
  0.2600000      0.6000000      0.3424335    
  0.2600000      0.8000000      0.3315952    
  0.2600000       1.000000      0.3192173    
  0.2600000       1.200000      0.3060620    
  0.2600000       1.400000      0.2926766    
  0.2600000       1.600000      0.2794304    
  0.2600000       1.800000      0.2666178    
  0.2600000       2.000000      0.2544362    
  0.2600000       2.200000      0.2429719    
  0.2600000       2.400000      0.2322459    
  0.2600000       2.600000      0.2222489    
  0.2600000       2.800000      0.2129587    
  0.2600000       3.000000      0.2043389    
  0.2600000       3.200000      0.1963443    
  0.2600000       3.400000      0.1889245    
  0.2600000       3.600000      0.1820322    
  0.2600000       3.800000      0.1756238    
  0.2600000       4.000000      0.1696565    
  0.2600000       4.200000      0.1640913    
  0.2600000       4.400000      0.1588932    
  0.2600000       4.600000      0.1540311    
  0.2600000       4.800000      0.1494741    
  0.2600000       5.000000      0.1451959    
  0.2600000       5.200000      0.1411746    
  0.2600000       5.400000      0.1373860    
  0.2600000       5.600000      0.1338129    
  0.2600000       5.800000      0.1304370    
  0.2600000       6.000000      0.1272430    
  0.2600000       6.200000      0.1242164    
  0.2600000       6.400000      0.1213449    
  0.2600000       6.600000      0.1186163    
  0.2600000       6.800000      0.1160206    
  0.2600000       7.000000      0.1135480    
  0.2600000       7.200000      0.1111899    
  0.2600000       7.400000      0.1089384    
  0.2600000       7.600000      0.1067864    
  0.2600000       7.800000      0.1047272    
  0.2600000       8.000000      0.1027548    
  0.2600000       8.200000      0.1008639    
  0.2600000       8.400001      9.9049255E-02
  0.2600000       8.600000      9.7306117E-02
  0.2600000       8.800000      9.5630303E-02
  0.2600000       9.000000      9.4018146E-02
  0.2600000       9.200000      9.2465512E-02
  0.2600000       9.400001      9.0969317E-02
  0.2600000       9.600000      8.9526422E-02
  0.2600000       9.800000      8.8133879E-02
  0.2600000       10.00000      8.6810850E-02
  0.2600000       10.20000      8.5552044E-02
  0.2600000       10.40000      8.4352612E-02
  0.2600000       10.60000      8.3208278E-02
  0.2600000       10.80000      8.2115129E-02
  0.2600000       11.00000      8.1069611E-02
  0.2600000       11.20000      8.0068521E-02
  0.2600000       11.40000      7.9108939E-02
  0.2600000       11.60000      7.8188196E-02
  0.2600000       11.80000      7.7303849E-02
  0.2600000       12.00000      7.6453641E-02
  0.2600000       12.20000      7.5635545E-02
  0.2600000       12.40000      7.4847654E-02
  0.2600000       12.60000      7.4088231E-02
  0.2600000       12.80000      7.3355682E-02
  0.2600000       13.00000      7.2648488E-02
  0.2600000       13.20000      7.1965300E-02
  0.2600000       13.40000      7.1304820E-02
  0.2600000       13.60000      7.0665896E-02
  0.2600000       13.80000      7.0047401E-02
  0.2600000       14.00000      6.9448300E-02
  0.2600000       14.20000      6.8867646E-02
  0.2600000       14.40000      6.8304546E-02
  0.2600000       14.60000      6.7758158E-02
  0.2600000       14.80000      6.7227706E-02
  0.2600000       15.00000      6.6712454E-02
  0.2600000       15.20000      6.6211700E-02
  0.2600000       15.40000      6.5724820E-02
  0.2600000       15.60000      6.5251179E-02
  0.2600000       15.80000      6.4790241E-02
  0.2600000       16.00000      6.4341433E-02
  0.2600000       16.20000      6.3904263E-02
  0.2600000       16.40000      6.3478261E-02
  0.2600000       16.60000      6.3062951E-02
  0.2600000       16.80000      6.2657923E-02
  0.2600000       17.00000      6.2262766E-02
  0.2600000       17.20000      6.1877109E-02
  0.2600000       17.40000      6.1500568E-02
  0.2600000       17.60000      6.1132807E-02
  0.2600000       17.80000      6.0773484E-02
  0.2600000       18.00000      6.0422346E-02
  0.2600000       18.20000      6.0079016E-02
  0.2600000       18.40000      5.9743281E-02
  0.2600000       18.60000      5.9414838E-02
  0.2600000       18.80000      5.9093442E-02
  0.2600000       19.00000      5.8778848E-02
  0.2600000       19.20000      5.8470830E-02
  0.2600000       19.40000      5.8169182E-02
  0.2600000       19.60000      5.7873655E-02
  0.2600000       19.80000      5.7584085E-02
  0.2600000       20.00000      5.7300255E-02
  0.2600000       20.20000      5.7021990E-02
  0.2600000       20.40000      5.6749135E-02
  0.2600000       20.60000      5.6481499E-02
  0.2600000       20.80000      5.6218918E-02
  0.2600000       21.00000      5.5961236E-02
  0.2600000       21.20000      5.5708330E-02
  0.2600000       21.40000      5.5460036E-02
  0.2600000       21.60000      5.5216223E-02
  0.2600000       21.80000      5.4976773E-02
  0.2600000       22.00000      5.4741539E-02
  0.2600000       22.20000      5.4510407E-02
  0.2600000       22.40000      5.4283276E-02
  0.2600000       22.60000      5.4060023E-02
  0.2600000       22.80000      5.3840533E-02
  0.2600000       23.00000      5.3624731E-02
  0.2600000       23.20000      5.3412486E-02
  0.2600000       23.40000      5.3203713E-02
  0.2600000       23.60000      5.2998319E-02
  0.2600000       23.80000      5.2796219E-02
  0.2600000       24.00000      5.2597340E-02
  0.2600000       24.20000      5.2401576E-02
  0.2600000       24.40000      5.2208856E-02
  0.2600000       24.60000      5.2019101E-02
  0.2600000       24.80000      5.1832255E-02
  0.2600000       25.00000      5.1648226E-02
  0.2600000       25.20000      5.1466946E-02
  0.2600000       25.40000      5.1288351E-02
  0.2600000       25.60000      5.1112372E-02
  0.2600000       25.80000      5.0938964E-02
  0.2600000       26.00000      5.0768044E-02
  0.2600000       26.20000      5.0599564E-02
  0.2600000       26.40000      5.0433487E-02
  0.2600000       26.60000      5.0269719E-02
  0.2600000       26.80000      5.0108220E-02
  0.2600000       27.00000      4.9948961E-02
  0.2600000       27.20000      4.9791861E-02
  0.2600000       27.40000      4.9636900E-02
  0.2600000       27.60000      4.9484011E-02
  0.2600000       27.80000      4.9333159E-02
  0.2600000       28.00000      4.9184300E-02
  0.2600000       28.20000      4.9037375E-02
  0.2600000       28.40000      4.8892356E-02
  0.2600000       28.60000      4.8749201E-02
  0.2600000       28.80000      4.8607867E-02
  0.2600000       29.00000      4.8468333E-02
  0.2600000       29.20000      4.8330538E-02
  0.2600000       29.40000      4.8194468E-02
  0.2600000       29.60000      4.8060056E-02
  0.2600000       29.80000      4.7927305E-02
  0.2600000       30.00000      4.7796175E-02
  0.2800000      0.0000000E+00  0.4161190    
  0.2800000      0.2000000      0.4132521    
  0.2800000      0.4000000      0.4066577    
  0.2800000      0.6000000      0.3964494    
  0.2800000      0.8000000      0.3835137    
  0.2800000       1.000000      0.3688797    
  0.2800000       1.200000      0.3534200    
  0.2800000       1.400000      0.3377185    
  0.2800000       1.600000      0.3223064    
  0.2800000       1.800000      0.3075134    
  0.2800000       2.000000      0.2935034    
  0.2800000       2.200000      0.2803409    
  0.2800000       2.400000      0.2680533    
  0.2800000       2.600000      0.2566367    
  0.2800000       2.800000      0.2460533    
  0.2800000       3.000000      0.2362505    
  0.2800000       3.200000      0.2271688    
  0.2800000       3.400000      0.2187478    
  0.2800000       3.600000      0.2109303    
  0.2800000       3.800000      0.2036650    
  0.2800000       4.000000      0.1969009    
  0.2800000       4.200000      0.1905936    
  0.2800000       4.400000      0.1847014    
  0.2800000       4.600000      0.1791877    
  0.2800000       4.800000      0.1740195    
  0.2800000       5.000000      0.1691654    
  0.2800000       5.200000      0.1645989    
  0.2800000       5.400000      0.1602965    
  0.2800000       5.600000      0.1562353    
  0.2800000       5.800000      0.1523961    
  0.2800000       6.000000      0.1487617    
  0.2800000       6.200000      0.1453154    
  0.2800000       6.400000      0.1420434    
  0.2800000       6.600000      0.1389323    
  0.2800000       6.800000      0.1359708    
  0.2800000       7.000000      0.1331475    
  0.2800000       7.200000      0.1304533    
  0.2800000       7.400000      0.1278792    
  0.2800000       7.600000      0.1254173    
  0.2800000       7.800000      0.1230598    
  0.2800000       8.000000      0.1208004    
  0.2800000       8.200000      0.1186328    
  0.2800000       8.400001      0.1165513    
  0.2800000       8.600000      0.1145505    
  0.2800000       8.800000      0.1126262    
  0.2800000       9.000000      0.1107733    
  0.2800000       9.200000      0.1089882    
  0.2800000       9.400001      0.1072668    
  0.2800000       9.600000      0.1056059    
  0.2800000       9.800000      0.1040019    
  0.2800000       10.00000      0.1024769    
  0.2800000       10.20000      0.1010249    
  0.2800000       10.40000      9.9640518E-02
  0.2800000       10.60000      9.8318890E-02
  0.2800000       10.80000      9.7055599E-02
  0.2800000       11.00000      9.5846675E-02
  0.2800000       11.20000      9.4688497E-02
  0.2800000       11.40000      9.3577735E-02
  0.2800000       11.60000      9.2511408E-02
  0.2800000       11.80000      9.1486730E-02
  0.2800000       12.00000      9.0501152E-02
  0.2800000       12.20000      8.9552365E-02
  0.2800000       12.40000      8.8638231E-02
  0.2800000       12.60000      8.7756746E-02
  0.2800000       12.80000      8.6906135E-02
  0.2800000       13.00000      8.6084619E-02
  0.2800000       13.20000      8.5290715E-02
  0.2800000       13.40000      8.4522918E-02
  0.2800000       13.60000      8.3779909E-02
  0.2800000       13.80000      8.3060414E-02
  0.2800000       14.00000      8.2363278E-02
  0.2800000       14.20000      8.1687376E-02
  0.2800000       14.40000      8.1031710E-02
  0.2800000       14.60000      8.0395311E-02
  0.2800000       14.80000      7.9777285E-02
  0.2800000       15.00000      7.9176806E-02
  0.2800000       15.20000      7.8593060E-02
  0.2800000       15.40000      7.8025341E-02
  0.2800000       15.60000      7.7472925E-02
  0.2800000       15.80000      7.6935172E-02
  0.2800000       16.00000      7.6411456E-02
  0.2800000       16.20000      7.5901195E-02
  0.2800000       16.40000      7.5403854E-02
  0.2800000       16.60000      7.4918889E-02
  0.2800000       16.80000      7.4445821E-02
  0.2800000       17.00000      7.3984191E-02
  0.2800000       17.20000      7.3533542E-02
  0.2800000       17.40000      7.3093481E-02
  0.2800000       17.60000      7.2663575E-02
  0.2800000       17.80000      7.2243489E-02
  0.2800000       18.00000      7.1832843E-02
  0.2800000       18.20000      7.1431272E-02
  0.2800000       18.40000      7.1038507E-02
  0.2800000       18.60000      7.0654228E-02
  0.2800000       18.80000      7.0278101E-02
  0.2800000       19.00000      6.9909893E-02
  0.2800000       19.20000      6.9549322E-02
  0.2800000       19.40000      6.9196135E-02
  0.2800000       19.60000      6.8850063E-02
  0.2800000       19.80000      6.8510905E-02
  0.2800000       20.00000      6.8178430E-02
  0.2800000       20.20000      6.7852415E-02
  0.2800000       20.40000      6.7532718E-02
  0.2800000       20.60000      6.7219049E-02
  0.2800000       20.80000      6.6911280E-02
  0.2800000       21.00000      6.6609226E-02
  0.2800000       21.20000      6.6312693E-02
  0.2800000       21.40000      6.6021569E-02
  0.2800000       21.60000      6.5735646E-02
  0.2800000       21.80000      6.5454789E-02
  0.2800000       22.00000      6.5178856E-02
  0.2800000       22.20000      6.4907707E-02
  0.2800000       22.40000      6.4641207E-02
  0.2800000       22.60000      6.4379223E-02
  0.2800000       22.80000      6.4121626E-02
  0.2800000       23.00000      6.3868329E-02
  0.2800000       23.20000      6.3619167E-02
  0.2800000       23.40000      6.3374080E-02
  0.2800000       23.60000      6.3132927E-02
  0.2800000       23.80000      6.2895589E-02
  0.2800000       24.00000      6.2662028E-02
  0.2800000       24.20000      6.2432103E-02
  0.2800000       24.40000      6.2205728E-02
  0.2800000       24.60000      6.1982810E-02
  0.2800000       24.80000      6.1763279E-02
  0.2800000       25.00000      6.1547052E-02
  0.2800000       25.20000      6.1334021E-02
  0.2800000       25.40000      6.1124124E-02
  0.2800000       25.60000      6.0917310E-02
  0.2800000       25.80000      6.0713455E-02
  0.2800000       26.00000      6.0512539E-02
  0.2800000       26.20000      6.0314462E-02
  0.2800000       26.40000      6.0119182E-02
  0.2800000       26.60000      5.9926610E-02
  0.2800000       26.80000      5.9736703E-02
  0.2800000       27.00000      5.9549402E-02
  0.2800000       27.20000      5.9364621E-02
  0.2800000       27.40000      5.9182335E-02
  0.2800000       27.60000      5.9002481E-02
  0.2800000       27.80000      5.8824997E-02
  0.2800000       28.00000      5.8649853E-02
  0.2800000       28.20000      5.8476973E-02
  0.2800000       28.40000      5.8306314E-02
  0.2800000       28.60000      5.8137845E-02
  0.2800000       28.80000      5.7971511E-02
  0.2800000       29.00000      5.7807263E-02
  0.2800000       29.20000      5.7645071E-02
  0.2800000       29.40000      5.7484880E-02
  0.2800000       29.60000      5.7326648E-02
  0.2800000       29.80000      5.7170350E-02
  0.2800000       30.00000      5.7015933E-02
  0.3000000      0.0000000E+00  0.4776877    
  0.3000000      0.2000000      0.4742950    
  0.3000000      0.4000000      0.4664804    
  0.3000000      0.6000000      0.4544371    
  0.3000000      0.8000000      0.4392273    
  0.3000000       1.000000      0.4221584    
  0.3000000       1.200000      0.4041536    
  0.3000000       1.400000      0.3860025    
  0.3000000       1.600000      0.3682955    
  0.3000000       1.800000      0.3513626    
  0.3000000       2.000000      0.3353652    
  0.3000000       2.200000      0.3203860    
  0.3000000       2.400000      0.3064525    
  0.3000000       2.600000      0.2935383    
  0.3000000       2.800000      0.2815858    
  0.3000000       3.000000      0.2705246    
  0.3000000       3.200000      0.2602856    
  0.3000000       3.400000      0.2507991    
  0.3000000       3.600000      0.2419972    
  0.3000000       3.800000      0.2338195    
  0.3000000       4.000000      0.2262069    
  0.3000000       4.200000      0.2191077    
  0.3000000       4.400000      0.2124754    
  0.3000000       4.600000      0.2062672    
  0.3000000       4.800000      0.2004459    
  0.3000000       5.000000      0.1949769    
  0.3000000       5.200000      0.1898295    
  0.3000000       5.400000      0.1849774    
  0.3000000       5.600000      0.1803954    
  0.3000000       5.800000      0.1760612    
  0.3000000       6.000000      0.1719563    
  0.3000000       6.200000      0.1680613    
  0.3000000       6.400000      0.1643613    
  0.3000000       6.600000      0.1608415    
  0.3000000       6.800000      0.1574887    
  0.3000000       7.000000      0.1542909    
  0.3000000       7.200000      0.1512375    
  0.3000000       7.400000      0.1483185    
  0.3000000       7.600000      0.1455251    
  0.3000000       7.800000      0.1428489    
  0.3000000       8.000000      0.1402825    
  0.3000000       8.200000      0.1378191    
  0.3000000       8.400001      0.1354524    
  0.3000000       8.600000      0.1331764    
  0.3000000       8.800000      0.1309859    
  0.3000000       9.000000      0.1288759    
  0.3000000       9.200000      0.1268422    
  0.3000000       9.400001      0.1248801    
  0.3000000       9.600000      0.1229859    
  0.3000000       9.800000      0.1211559    
  0.3000000       10.00000      0.1194150    
  0.3000000       10.20000      0.1177564    
  0.3000000       10.40000      0.1161742    
  0.3000000       10.60000      0.1146629    
  0.3000000       10.80000      0.1132176    
  0.3000000       11.00000      0.1118338    
  0.3000000       11.20000      0.1105075    
  0.3000000       11.40000      0.1092350    
  0.3000000       11.60000      0.1080128    
  0.3000000       11.80000      0.1068378    
  0.3000000       12.00000      0.1057073    
  0.3000000       12.20000      0.1046185    
  0.3000000       12.40000      0.1035692    
  0.3000000       12.60000      0.1025569    
  0.3000000       12.80000      0.1015798    
  0.3000000       13.00000      0.1006358    
  0.3000000       13.20000      9.9723190E-02
  0.3000000       13.40000      9.8840363E-02
  0.3000000       13.60000      9.7985767E-02
  0.3000000       13.80000      9.7157985E-02
  0.3000000       14.00000      9.6355699E-02
  0.3000000       14.20000      9.5577642E-02
  0.3000000       14.40000      9.4822682E-02
  0.3000000       14.60000      9.4089717E-02
  0.3000000       14.80000      9.3377754E-02
  0.3000000       15.00000      9.2685819E-02
  0.3000000       15.20000      9.2013046E-02
  0.3000000       15.40000      9.1358565E-02
  0.3000000       15.60000      9.0721592E-02
  0.3000000       15.80000      9.0101369E-02
  0.3000000       16.00000      8.9497246E-02
  0.3000000       16.20000      8.8908516E-02
  0.3000000       16.40000      8.8334575E-02
  0.3000000       16.60000      8.7774821E-02
  0.3000000       16.80000      8.7228678E-02
  0.3000000       17.00000      8.6695634E-02
  0.3000000       17.20000      8.6175188E-02
  0.3000000       17.40000      8.5666873E-02
  0.3000000       17.60000      8.5170217E-02
  0.3000000       17.80000      8.4684819E-02
  0.3000000       18.00000      8.4210239E-02
  0.3000000       18.20000      8.3746120E-02
  0.3000000       18.40000      8.3292060E-02
  0.3000000       18.60000      8.2847744E-02
  0.3000000       18.80000      8.2412809E-02
  0.3000000       19.00000      8.1986949E-02
  0.3000000       19.20000      8.1569858E-02
  0.3000000       19.40000      8.1161268E-02
  0.3000000       19.60000      8.0760866E-02
  0.3000000       19.80000      8.0368392E-02
  0.3000000       20.00000      7.9983607E-02
  0.3000000       20.20000      7.9606250E-02
  0.3000000       20.40000      7.9236127E-02
  0.3000000       20.60000      7.8872979E-02
  0.3000000       20.80000      7.8516603E-02
  0.3000000       21.00000      7.8166805E-02
  0.3000000       21.20000      7.7823378E-02
  0.3000000       21.40000      7.7486143E-02
  0.3000000       21.60000      7.7154920E-02
  0.3000000       21.80000      7.6829515E-02
  0.3000000       22.00000      7.6509804E-02
  0.3000000       22.20000      7.6195560E-02
  0.3000000       22.40000      7.5886682E-02
  0.3000000       22.60000      7.5583041E-02
  0.3000000       22.80000      7.5284429E-02
  0.3000000       23.00000      7.4990772E-02
  0.3000000       23.20000      7.4701890E-02
  0.3000000       23.40000      7.4417688E-02
  0.3000000       23.60000      7.4138030E-02
  0.3000000       23.80000      7.3862784E-02
  0.3000000       24.00000      7.3591866E-02
  0.3000000       24.20000      7.3325157E-02
  0.3000000       24.40000      7.3062547E-02
  0.3000000       24.60000      7.2803915E-02
  0.3000000       24.80000      7.2549202E-02
  0.3000000       25.00000      7.2298281E-02
  0.3000000       25.20000      7.2051071E-02
  0.3000000       25.40000      7.1807474E-02
  0.3000000       25.60000      7.1567424E-02
  0.3000000       25.80000      7.1330786E-02
  0.3000000       26.00000      7.1097560E-02
  0.3000000       26.20000      7.0867591E-02
  0.3000000       26.40000      7.0640847E-02
  0.3000000       26.60000      7.0417255E-02
  0.3000000       26.80000      7.0196725E-02
  0.3000000       27.00000      6.9979198E-02
  0.3000000       27.20000      6.9764607E-02
  0.3000000       27.40000      6.9552884E-02
  0.3000000       27.60000      6.9343962E-02
  0.3000000       27.80000      6.9137797E-02
  0.3000000       28.00000      6.8934321E-02
  0.3000000       28.20000      6.8733461E-02
  0.3000000       28.40000      6.8535179E-02
  0.3000000       28.60000      6.8339422E-02
  0.3000000       28.80000      6.8146132E-02
  0.3000000       29.00000      6.7955270E-02
  0.3000000       29.20000      6.7766763E-02
  0.3000000       29.40000      6.7580581E-02
  0.3000000       29.60000      6.7396663E-02
  0.3000000       29.80000      6.7214988E-02
  0.3000000       30.00000      6.7035474E-02
  0.3200000      0.0000000E+00  0.5435024    
  0.3200000      0.2000000      0.5395121    
  0.3200000      0.4000000      0.5303495    
  0.3200000      0.6000000      0.5162803    
  0.3200000      0.8000000      0.4986112    
  0.3200000       1.000000      0.4788646    
  0.3200000       1.200000      0.4581457    
  0.3200000       1.400000      0.4373807    
  0.3200000       1.600000      0.4172193    
  0.3200000       1.800000      0.3979893    
  0.3200000       2.000000      0.3798820    
  0.3200000       2.200000      0.3629889    
  0.3200000       2.400000      0.3473171    
  0.3200000       2.600000      0.3328134    
  0.3200000       2.800000      0.3194042    
  0.3200000       3.000000      0.3070093    
  0.3200000       3.200000      0.2955453    
  0.3200000       3.400000      0.2849298    
  0.3200000       3.600000      0.2750849    
  0.3200000       3.800000      0.2659383    
  0.3200000       4.000000      0.2574252    
  0.3200000       4.200000      0.2494858    
  0.3200000       4.400000      0.2420666    
  0.3200000       4.600000      0.2351208    
  0.3200000       4.800000      0.2286060    
  0.3200000       5.000000      0.2224831    
  0.3200000       5.200000      0.2167184    
  0.3200000       5.400000      0.2112820    
  0.3200000       5.600000      0.2061457    
  0.3200000       5.800000      0.2012857    
  0.3200000       6.000000      0.1966797    
  0.3200000       6.200000      0.1923081    
  0.3200000       6.400000      0.1881528    
  0.3200000       6.600000      0.1841982    
  0.3200000       6.800000      0.1804292    
  0.3200000       7.000000      0.1768329    
  0.3200000       7.200000      0.1733974    
  0.3200000       7.400000      0.1701116    
  0.3200000       7.600000      0.1669656    
  0.3200000       7.800000      0.1639503    
  0.3200000       8.000000      0.1610575    
  0.3200000       8.200000      0.1582796    
  0.3200000       8.400001      0.1556094    
  0.3200000       8.600000      0.1530406    
  0.3200000       8.800000      0.1505673    
  0.3200000       9.000000      0.1481840    
  0.3200000       9.200000      0.1458856    
  0.3200000       9.400001      0.1436676    
  0.3200000       9.600000      0.1415255    
  0.3200000       9.800000      0.1394553    
  0.3200000       10.00000      0.1374848    
  0.3200000       10.20000      0.1356067    
  0.3200000       10.40000      0.1338141    
  0.3200000       10.60000      0.1321013    
  0.3200000       10.80000      0.1304625    
  0.3200000       11.00000      0.1288928    
  0.3200000       11.20000      0.1273878    
  0.3200000       11.40000      0.1259432    
  0.3200000       11.60000      0.1245554    
  0.3200000       11.80000      0.1232207    
  0.3200000       12.00000      0.1219361    
  0.3200000       12.20000      0.1206986    
  0.3200000       12.40000      0.1195054    
  0.3200000       12.60000      0.1183542    
  0.3200000       12.80000      0.1172425    
  0.3200000       13.00000      0.1161683    
  0.3200000       13.20000      0.1151296    
  0.3200000       13.40000      0.1141245    
  0.3200000       13.60000      0.1131513    
  0.3200000       13.80000      0.1122084    
  0.3200000       14.00000      0.1112943    
  0.3200000       14.20000      0.1104076    
  0.3200000       14.40000      0.1095471    
  0.3200000       14.60000      0.1087115    
  0.3200000       14.80000      0.1078996    
  0.3200000       15.00000      0.1071105    
  0.3200000       15.20000      0.1063430    
  0.3200000       15.40000      0.1055963    
  0.3200000       15.60000      0.1048694    
  0.3200000       15.80000      0.1041615    
  0.3200000       16.00000      0.1034719    
  0.3200000       16.20000      0.1027997    
  0.3200000       16.40000      0.1021442    
  0.3200000       16.60000      0.1015049    
  0.3200000       16.80000      0.1008811    
  0.3200000       17.00000      0.1002721    
  0.3200000       17.20000      9.9677436E-02
  0.3200000       17.40000      9.9096544E-02
  0.3200000       17.60000      9.8528877E-02
  0.3200000       17.80000      9.7974002E-02
  0.3200000       18.00000      9.7431429E-02
  0.3200000       18.20000      9.6900746E-02
  0.3200000       18.40000      9.6381493E-02
  0.3200000       18.60000      9.5873334E-02
  0.3200000       18.80000      9.5375821E-02
  0.3200000       19.00000      9.4888657E-02
  0.3200000       19.20000      9.4411448E-02
  0.3200000       19.40000      9.3943909E-02
  0.3200000       19.60000      9.3485683E-02
  0.3200000       19.80000      9.3036503E-02
  0.3200000       20.00000      9.2596054E-02
  0.3200000       20.20000      9.2164084E-02
  0.3200000       20.40000      9.1740340E-02
  0.3200000       20.60000      9.1324523E-02
  0.3200000       20.80000      9.0916425E-02
  0.3200000       21.00000      9.0515837E-02
  0.3200000       21.20000      9.0122491E-02
  0.3200000       21.40000      8.9736201E-02
  0.3200000       21.60000      8.9356765E-02
  0.3200000       21.80000      8.8983968E-02
  0.3200000       22.00000      8.8617638E-02
  0.3200000       22.20000      8.8257559E-02
  0.3200000       22.40000      8.7903604E-02
  0.3200000       22.60000      8.7555602E-02
  0.3200000       22.80000      8.7213352E-02
  0.3200000       23.00000      8.6876743E-02
  0.3200000       23.20000      8.6545579E-02
  0.3200000       23.40000      8.6219765E-02
  0.3200000       23.60000      8.5899100E-02
  0.3200000       23.80000      8.5583508E-02
  0.3200000       24.00000      8.5272856E-02
  0.3200000       24.20000      8.4966980E-02
  0.3200000       24.40000      8.4665775E-02
  0.3200000       24.60000      8.4369160E-02
  0.3200000       24.80000      8.4076986E-02
  0.3200000       25.00000      8.3789133E-02
  0.3200000       25.20000      8.3505526E-02
  0.3200000       25.40000      8.3226047E-02
  0.3200000       25.60000      8.2950614E-02
  0.3200000       25.80000      8.2679100E-02
  0.3200000       26.00000      8.2411453E-02
  0.3200000       26.20000      8.2147546E-02
  0.3200000       26.40000      8.1887320E-02
  0.3200000       26.60000      8.1630692E-02
  0.3200000       26.80000      8.1377581E-02
  0.3200000       27.00000      8.1127867E-02
  0.3200000       27.20000      8.0881514E-02
  0.3200000       27.40000      8.0638461E-02
  0.3200000       27.60000      8.0398604E-02
  0.3200000       27.80000      8.0161892E-02
  0.3200000       28.00000      7.9928257E-02
  0.3200000       28.20000      7.9697616E-02
  0.3200000       28.40000      7.9469904E-02
  0.3200000       28.60000      7.9245105E-02
  0.3200000       28.80000      7.9023108E-02
  0.3200000       29.00000      7.8803889E-02
  0.3200000       29.20000      7.8587361E-02
  0.3200000       29.40000      7.8373514E-02
