    T(GeV)          p(GeV)     A(p,T)(1/fm)
  0.3200000       29.60000      7.8162223E-02
  0.3200000       29.80000      7.7953517E-02
  0.3200000       30.00000      7.7747300E-02
  0.3400000      0.0000000E+00  0.6135632    
  0.3400000      0.2000000      0.6089374    
  0.3400000      0.4000000      0.5983006    
  0.3400000      0.6000000      0.5819694    
  0.3400000      0.8000000      0.5616702    
  0.3400000       1.000000      0.5390226    
  0.3400000       1.200000      0.5153762    
  0.3400000       1.400000      0.4918169    
  0.3400000       1.600000      0.4690044    
  0.3400000       1.800000      0.4473116    
  0.3400000       2.000000      0.4269629    
  0.3400000       2.200000      0.4080349    
  0.3400000       2.400000      0.3905037    
  0.3400000       2.600000      0.3743017    
  0.3400000       2.800000      0.3593408    
  0.3400000       3.000000      0.3455250    
  0.3400000       3.200000      0.3327574    
  0.3400000       3.400000      0.3209386    
  0.3400000       3.600000      0.3099819    
  0.3400000       3.800000      0.2998039    
  0.3400000       4.000000      0.2903310    
  0.3400000       4.200000      0.2814963    
  0.3400000       4.400000      0.2732401    
  0.3400000       4.600000      0.2655095    
  0.3400000       4.800000      0.2582562    
  0.3400000       5.000000      0.2514378    
  0.3400000       5.200000      0.2450166    
  0.3400000       5.400000      0.2389584    
  0.3400000       5.600000      0.2332335    
  0.3400000       5.800000      0.2278143    
  0.3400000       6.000000      0.2226763    
  0.3400000       6.200000      0.2177982    
  0.3400000       6.400000      0.2131598    
  0.3400000       6.600000      0.2087436    
  0.3400000       6.800000      0.2045334    
  0.3400000       7.000000      0.2005144    
  0.3400000       7.200000      0.1966738    
  0.3400000       7.400000      0.1929992    
  0.3400000       7.600000      0.1894798    
  0.3400000       7.800000      0.1861054    
  0.3400000       8.000000      0.1828670    
  0.3400000       8.200000      0.1797561    
  0.3400000       8.400001      0.1767648    
  0.3400000       8.600000      0.1738864    
  0.3400000       8.800000      0.1711141    
  0.3400000       9.000000      0.1684417    
  0.3400000       9.200000      0.1658639    
  0.3400000       9.400001      0.1633753    
  0.3400000       9.600000      0.1609713    
  0.3400000       9.800000      0.1586474    
  0.3400000       10.00000      0.1564346    
  0.3400000       10.20000      0.1543248    
  0.3400000       10.40000      0.1523104    
  0.3400000       10.60000      0.1503848    
  0.3400000       10.80000      0.1485420    
  0.3400000       11.00000      0.1467765    
  0.3400000       11.20000      0.1450831    
  0.3400000       11.40000      0.1434573    
  0.3400000       11.60000      0.1418948    
  0.3400000       11.80000      0.1403920    
  0.3400000       12.00000      0.1389451    
  0.3400000       12.20000      0.1375508    
  0.3400000       12.40000      0.1362064    
  0.3400000       12.60000      0.1349088    
  0.3400000       12.80000      0.1336556    
  0.3400000       13.00000      0.1324443    
  0.3400000       13.20000      0.1312728    
  0.3400000       13.40000      0.1301390    
  0.3400000       13.60000      0.1290411    
  0.3400000       13.80000      0.1279770    
  0.3400000       14.00000      0.1269454    
  0.3400000       14.20000      0.1259445    
  0.3400000       14.40000      0.1249730    
  0.3400000       14.60000      0.1240294    
  0.3400000       14.80000      0.1231126    
  0.3400000       15.00000      0.1222212    
  0.3400000       15.20000      0.1213542    
  0.3400000       15.40000      0.1205105    
  0.3400000       15.60000      0.1196891    
  0.3400000       15.80000      0.1188891    
  0.3400000       16.00000      0.1181096    
  0.3400000       16.20000      0.1173497    
  0.3400000       16.40000      0.1166087    
  0.3400000       16.60000      0.1158858    
  0.3400000       16.80000      0.1151803    
  0.3400000       17.00000      0.1144916    
  0.3400000       17.20000      0.1138189    
  0.3400000       17.40000      0.1131618    
  0.3400000       17.60000      0.1125195    
  0.3400000       17.80000      0.1118917    
  0.3400000       18.00000      0.1112777    
  0.3400000       18.20000      0.1106771    
  0.3400000       18.40000      0.1100895    
  0.3400000       18.60000      0.1095142    
  0.3400000       18.80000      0.1089510    
  0.3400000       19.00000      0.1083995    
  0.3400000       19.20000      0.1078591    
  0.3400000       19.40000      0.1073297    
  0.3400000       19.60000      0.1068108    
  0.3400000       19.80000      0.1063021    
  0.3400000       20.00000      0.1058032    
  0.3400000       20.20000      0.1053139    
  0.3400000       20.40000      0.1048339    
  0.3400000       20.60000      0.1043628    
  0.3400000       20.80000      0.1039004    
  0.3400000       21.00000      0.1034465    
  0.3400000       21.20000      0.1030008    
  0.3400000       21.40000      0.1025630    
  0.3400000       21.60000      0.1021330    
  0.3400000       21.80000      0.1017104    
  0.3400000       22.00000      0.1012952    
  0.3400000       22.20000      0.1008870    
  0.3400000       22.40000      0.1004857    
  0.3400000       22.60000      0.1000912    
  0.3400000       22.80000      9.9703148E-02
  0.3400000       23.00000      9.9321485E-02
  0.3400000       23.20000      9.8945975E-02
  0.3400000       23.40000      9.8576479E-02
  0.3400000       23.60000      9.8212838E-02
  0.3400000       23.80000      9.7854905E-02
  0.3400000       24.00000      9.7502545E-02
  0.3400000       24.20000      9.7155593E-02
  0.3400000       24.40000      9.6813947E-02
  0.3400000       24.60000      9.6477434E-02
  0.3400000       24.80000      9.6145958E-02
  0.3400000       25.00000      9.5819399E-02
  0.3400000       25.20000      9.5497601E-02
  0.3400000       25.40000      9.5180497E-02
  0.3400000       25.60000      9.4867945E-02
  0.3400000       25.80000      9.4559833E-02
  0.3400000       26.00000      9.4256118E-02
  0.3400000       26.20000      9.3956612E-02
  0.3400000       26.40000      9.3661271E-02
  0.3400000       26.60000      9.3369983E-02
  0.3400000       26.80000      9.3082674E-02
  0.3400000       27.00000      9.2799239E-02
  0.3400000       27.20000      9.2519611E-02
  0.3400000       27.40000      9.2243671E-02
  0.3400000       27.60000      9.1971375E-02
  0.3400000       27.80000      9.1702618E-02
  0.3400000       28.00000      9.1437355E-02
  0.3400000       28.20000      9.1175482E-02
  0.3400000       28.40000      9.0916924E-02
  0.3400000       28.60000      9.0661667E-02
  0.3400000       28.80000      9.0409577E-02
  0.3400000       29.00000      9.0160631E-02
  0.3400000       29.20000      8.9914709E-02
  0.3400000       29.40000      8.9671843E-02
  0.3400000       29.60000      8.9431882E-02
  0.3400000       29.80000      8.9194812E-02
  0.3400000       30.00000      8.8960581E-02
  0.3600000      0.0000000E+00  0.6878702    
  0.3600000      0.2000000      0.6825244    
  0.3600000      0.4000000      0.6703278    
  0.3600000      0.6000000      0.6516250    
  0.3600000      0.8000000      0.6284184    
  0.3600000       1.000000      0.6026119    
  0.3600000       1.200000      0.5758103    
  0.3600000       1.400000      0.5492161    
  0.3600000       1.600000      0.5235324    
  0.3600000       1.800000      0.4991962    
  0.3600000       2.000000      0.4764431    
  0.3600000       2.200000      0.4553185    
  0.3600000       2.400000      0.4357845    
  0.3600000       2.600000      0.4177567    
  0.3600000       2.800000      0.4011313    
  0.3600000       3.000000      0.3857926    
  0.3600000       3.200000      0.3716249    
  0.3600000       3.400000      0.3585175    
  0.3600000       3.600000      0.3463698    
  0.3600000       3.800000      0.3350874    
  0.3600000       4.000000      0.3245910    
  0.3600000       4.200000      0.3148007    
  0.3600000       4.400000      0.3056509    
  0.3600000       4.600000      0.2970822    
  0.3600000       4.800000      0.2890421    
  0.3600000       5.000000      0.2814832    
  0.3600000       5.200000      0.2743630    
  0.3600000       5.400000      0.2676445    
  0.3600000       5.600000      0.2612944    
  0.3600000       5.800000      0.2552815    
  0.3600000       6.000000      0.2495798    
  0.3600000       6.200000      0.2441651    
  0.3600000       6.400000      0.2390153    
  0.3600000       6.600000      0.2341109    
  0.3600000       6.800000      0.2294343    
  0.3600000       7.000000      0.2249690    
  0.3600000       7.200000      0.2207010    
  0.3600000       7.400000      0.2166163    
  0.3600000       7.600000      0.2127033    
  0.3600000       7.800000      0.2089507    
  0.3600000       8.000000      0.2053486    
  0.3600000       8.200000      0.2018874    
  0.3600000       8.400001      0.1985587    
  0.3600000       8.600000      0.1953550    
  0.3600000       8.800000      0.1922686    
  0.3600000       9.000000      0.1892928    
  0.3600000       9.200000      0.1864220    
  0.3600000       9.400001      0.1836499    
  0.3600000       9.600000      0.1809716    
  0.3600000       9.800000      0.1783820    
  0.3600000       10.00000      0.1759156    
  0.3600000       10.20000      0.1735633    
  0.3600000       10.40000      0.1713170    
  0.3600000       10.60000      0.1691693    
  0.3600000       10.80000      0.1671134    
  0.3600000       11.00000      0.1651433    
  0.3600000       11.20000      0.1632534    
  0.3600000       11.40000      0.1614386    
  0.3600000       11.60000      0.1596942    
  0.3600000       11.80000      0.1580160    
  0.3600000       12.00000      0.1564000    
  0.3600000       12.20000      0.1548427    
  0.3600000       12.40000      0.1533406    
  0.3600000       12.60000      0.1518908    
  0.3600000       12.80000      0.1504903    
  0.3600000       13.00000      0.1491366    
  0.3600000       13.20000      0.1478271    
  0.3600000       13.40000      0.1465595    
  0.3600000       13.60000      0.1453319    
  0.3600000       13.80000      0.1441421    
  0.3600000       14.00000      0.1429884    
  0.3600000       14.20000      0.1418689    
  0.3600000       14.40000      0.1407821    
  0.3600000       14.60000      0.1397265    
  0.3600000       14.80000      0.1387007    
  0.3600000       15.00000      0.1377033    
  0.3600000       15.20000      0.1367331    
  0.3600000       15.40000      0.1357888    
  0.3600000       15.60000      0.1348695    
  0.3600000       15.80000      0.1339740    
  0.3600000       16.00000      0.1331013    
  0.3600000       16.20000      0.1322505    
  0.3600000       16.40000      0.1314209    
  0.3600000       16.60000      0.1306114    
  0.3600000       16.80000      0.1298214    
  0.3600000       17.00000      0.1290501    
  0.3600000       17.20000      0.1282967    
  0.3600000       17.40000      0.1275606    
  0.3600000       17.60000      0.1268412    
  0.3600000       17.80000      0.1261379    
  0.3600000       18.00000      0.1254500    
  0.3600000       18.20000      0.1247771    
  0.3600000       18.40000      0.1241186    
  0.3600000       18.60000      0.1234740    
  0.3600000       18.80000      0.1228429    
  0.3600000       19.00000      0.1222247    
  0.3600000       19.20000      0.1216192    
  0.3600000       19.40000      0.1210258    
  0.3600000       19.60000      0.1204441    
  0.3600000       19.80000      0.1198738    
  0.3600000       20.00000      0.1193146    
  0.3600000       20.20000      0.1187660    
  0.3600000       20.40000      0.1182278    
  0.3600000       20.60000      0.1176997    
  0.3600000       20.80000      0.1171812    
  0.3600000       21.00000      0.1166722    
  0.3600000       21.20000      0.1161724    
  0.3600000       21.40000      0.1156815    
  0.3600000       21.60000      0.1151992    
  0.3600000       21.80000      0.1147253    
  0.3600000       22.00000      0.1142595    
  0.3600000       22.20000      0.1138018    
  0.3600000       22.40000      0.1133517    
  0.3600000       22.60000      0.1129091    
  0.3600000       22.80000      0.1124738    
  0.3600000       23.00000      0.1120456    
  0.3600000       23.20000      0.1116243    
  0.3600000       23.40000      0.1112098    
  0.3600000       23.60000      0.1108017    
  0.3600000       23.80000      0.1104001    
  0.3600000       24.00000      0.1100047    
  0.3600000       24.20000      0.1096155    
  0.3600000       24.40000      0.1092320    
  0.3600000       24.60000      0.1088544    
  0.3600000       24.80000      0.1084824    
  0.3600000       25.00000      0.1081159    
  0.3600000       25.20000      0.1077548    
  0.3600000       25.40000      0.1073988    
  0.3600000       25.60000      0.1070480    
  0.3600000       25.80000      0.1067022    
  0.3600000       26.00000      0.1063613    
  0.3600000       26.20000      0.1060251    
  0.3600000       26.40000      0.1056936    
  0.3600000       26.60000      0.1053665    
  0.3600000       26.80000      0.1050440    
  0.3600000       27.00000      0.1047258    
  0.3600000       27.20000      0.1044118    
  0.3600000       27.40000      0.1041021    
  0.3600000       27.60000      0.1037963    
  0.3600000       27.80000      0.1034945    
  0.3600000       28.00000      0.1031967    
  0.3600000       28.20000      0.1029027    
  0.3600000       28.40000      0.1026123    
  0.3600000       28.60000      0.1023257    
  0.3600000       28.80000      0.1020426    
  0.3600000       29.00000      0.1017630    
  0.3600000       29.20000      0.1014869    
  0.3600000       29.40000      0.1012141    
  0.3600000       29.60000      0.1009446    
  0.3600000       29.80000      0.1006784    
  0.3600000       30.00000      0.1004153    
  0.3800000      0.0000000E+00  0.7664235    
  0.3800000      0.2000000      0.7602757    
  0.3800000      0.4000000      0.7463546    
  0.3800000      0.6000000      0.7250376    
  0.3800000      0.8000000      0.6986443    
  0.3800000       1.000000      0.6694062    
  0.3800000       1.200000      0.6391871    
  0.3800000       1.400000      0.6092818    
  0.3800000       1.600000      0.5804862    
  0.3800000       1.800000      0.5533002    
  0.3800000       2.000000      0.5279422    
  0.3800000       2.200000      0.5044382    
  0.3800000       2.400000      0.4827375    
  0.3800000       2.600000      0.4627418    
  0.3800000       2.800000      0.4443243    
  0.3800000       3.000000      0.4273454    
  0.3800000       3.200000      0.4116730    
  0.3800000       3.400000      0.3971807    
  0.3800000       3.600000      0.3837559    
  0.3800000       3.800000      0.3712918    
  0.3800000       4.000000      0.3596996    
  0.3800000       4.200000      0.3488874    
  0.3800000       4.400000      0.3387846    
  0.3800000       4.600000      0.3293241    
  0.3800000       4.800000      0.3204480    
  0.3800000       5.000000      0.3121024    
  0.3800000       5.200000      0.3042417    
  0.3800000       5.400000      0.2968239    
  0.3800000       5.600000      0.2898122    
  0.3800000       5.800000      0.2831730    
  0.3800000       6.000000      0.2768767    
  0.3800000       6.200000      0.2708969    
  0.3800000       6.400000      0.2652090    
  0.3800000       6.600000      0.2597919    
  0.3800000       6.800000      0.2546257    
  0.3800000       7.000000      0.2496926    
  0.3800000       7.200000      0.2449770    
  0.3800000       7.400000      0.2404634    
  0.3800000       7.600000      0.2361392    
  0.3800000       7.800000      0.2319917    
  0.3800000       8.000000      0.2280103    
  0.3800000       8.200000      0.2241844    
  0.3800000       8.400001      0.2205043    
  0.3800000       8.600000      0.2169622    
  0.3800000       8.800000      0.2135496    
  0.3800000       9.000000      0.2102589    
  0.3800000       9.200000      0.2070839    
  0.3800000       9.400001      0.2040179    
  0.3800000       9.600000      0.2010555    
  0.3800000       9.800000      0.1981907    
  0.3800000       10.00000      0.1954619    
  0.3800000       10.20000      0.1928590    
  0.3800000       10.40000      0.1903732    
  0.3800000       10.60000      0.1879961    
  0.3800000       10.80000      0.1857206    
  0.3800000       11.00000      0.1835397    
  0.3800000       11.20000      0.1814474    
  0.3800000       11.40000      0.1794381    
  0.3800000       11.60000      0.1775066    
  0.3800000       11.80000      0.1756482    
  0.3800000       12.00000      0.1738586    
  0.3800000       12.20000      0.1721338    
  0.3800000       12.40000      0.1704701    
  0.3800000       12.60000      0.1688641    
  0.3800000       12.80000      0.1673127    
  0.3800000       13.00000      0.1658130    
  0.3800000       13.20000      0.1643621    
  0.3800000       13.40000      0.1629578    
  0.3800000       13.60000      0.1615974    
  0.3800000       13.80000      0.1602790    
  0.3800000       14.00000      0.1590005    
  0.3800000       14.20000      0.1577598    
  0.3800000       14.40000      0.1565554    
  0.3800000       14.60000      0.1553854    
  0.3800000       14.80000      0.1542484    
  0.3800000       15.00000      0.1531428    
  0.3800000       15.20000      0.1520673    
  0.3800000       15.40000      0.1510206    
  0.3800000       15.60000      0.1500014    
  0.3800000       15.80000      0.1490086    
  0.3800000       16.00000      0.1480410    
  0.3800000       16.20000      0.1470978    
  0.3800000       16.40000      0.1461779    
  0.3800000       16.60000      0.1452803    
  0.3800000       16.80000      0.1444042    
  0.3800000       17.00000      0.1435489    
  0.3800000       17.20000      0.1427134    
  0.3800000       17.40000      0.1418971    
  0.3800000       17.60000      0.1410993    
  0.3800000       17.80000      0.1403192    
  0.3800000       18.00000      0.1395563    
  0.3800000       18.20000      0.1388099    
  0.3800000       18.40000      0.1380796    
  0.3800000       18.60000      0.1373646    
  0.3800000       18.80000      0.1366645    
  0.3800000       19.00000      0.1359788    
  0.3800000       19.20000      0.1353071    
  0.3800000       19.40000      0.1346488    
  0.3800000       19.60000      0.1340035    
  0.3800000       19.80000      0.1333708    
  0.3800000       20.00000      0.1327504    
  0.3800000       20.20000      0.1321418    
  0.3800000       20.40000      0.1315446    
  0.3800000       20.60000      0.1309586    
  0.3800000       20.80000      0.1303834    
  0.3800000       21.00000      0.1298186    
  0.3800000       21.20000      0.1292640    
  0.3800000       21.40000      0.1287193    
  0.3800000       21.60000      0.1281841    
  0.3800000       21.80000      0.1276582    
  0.3800000       22.00000      0.1271414    
  0.3800000       22.20000      0.1266334    
  0.3800000       22.40000      0.1261338    
  0.3800000       22.60000      0.1256427    
  0.3800000       22.80000      0.1251596    
  0.3800000       23.00000      0.1246844    
  0.3800000       23.20000      0.1242168    
  0.3800000       23.40000      0.1237567    
  0.3800000       23.60000      0.1233039    
  0.3800000       23.80000      0.1228581    
  0.3800000       24.00000      0.1224193    
  0.3800000       24.20000      0.1219872    
  0.3800000       24.40000      0.1215616    
  0.3800000       24.60000      0.1211424    
  0.3800000       24.80000      0.1207295    
  0.3800000       25.00000      0.1203227    
  0.3800000       25.20000      0.1199218    
  0.3800000       25.40000      0.1195267    
  0.3800000       25.60000      0.1191373    
  0.3800000       25.80000      0.1187534    
  0.3800000       26.00000      0.1183749    
  0.3800000       26.20000      0.1180016    
  0.3800000       26.40000      0.1176336    
  0.3800000       26.60000      0.1172706    
  0.3800000       26.80000      0.1169125    
  0.3800000       27.00000      0.1165592    
  0.3800000       27.20000      0.1162106    
  0.3800000       27.40000      0.1158667    
  0.3800000       27.60000      0.1155273    
  0.3800000       27.80000      0.1151922    
  0.3800000       28.00000      0.1148615    
  0.3800000       28.20000      0.1145350    
  0.3800000       28.40000      0.1142127    
  0.3800000       28.60000      0.1138944    
  0.3800000       28.80000      0.1135801    
  0.3800000       29.00000      0.1132696    
  0.3800000       29.20000      0.1129630    
  0.3800000       29.40000      0.1126601    
  0.3800000       29.60000      0.1123609    
  0.3800000       29.80000      0.1120652    
  0.3800000       30.00000      0.1117731    
  0.4000000      0.0000000E+00  0.8492225    
  0.4000000      0.2000000      0.8423657    
  0.4000000      0.4000000      0.8267063    
  0.4000000      0.6000000      0.8027446    
  0.4000000      0.8000000      0.7731593    
  0.4000000       1.000000      0.7404422    
  0.4000000       1.200000      0.7067066    
  0.4000000       1.400000      0.6733650    
  0.4000000       1.600000      0.6413208    
  0.4000000       1.800000      0.6111245    
  0.4000000       2.000000      0.5829887    
  0.4000000       2.200000      0.5569360    
  0.4000000       2.400000      0.5329028    
  0.4000000       2.600000      0.5107778    
  0.4000000       2.800000      0.4904156    
  0.4000000       3.000000      0.4716516    
  0.4000000       3.200000      0.4543370    
  0.4000000       3.400000      0.4383327    
  0.4000000       3.600000      0.4235103    
  0.4000000       3.800000      0.4097525    
  0.4000000       4.000000      0.3969544    
  0.4000000       4.200000      0.3850236    
  0.4000000       4.400000      0.3738777    
  0.4000000       4.600000      0.3634415    
  0.4000000       4.800000      0.3536506    
  0.4000000       5.000000      0.3444456    
  0.4000000       5.200000      0.3357758    
  0.4000000       5.400000      0.3275943    
  0.4000000       5.600000      0.3198611    
  0.4000000       5.800000      0.3125390    
  0.4000000       6.000000      0.3055954    
  0.4000000       6.200000      0.2990005    
  0.4000000       6.400000      0.2927278    
  0.4000000       6.600000      0.2867537    
  0.4000000       6.800000      0.2810562    
  0.4000000       7.000000      0.2756157    
  0.4000000       7.200000      0.2704149    
  0.4000000       7.400000      0.2654372    
  0.4000000       7.600000      0.2606681    
  0.4000000       7.800000      0.2560939    
  0.4000000       8.000000      0.2517028    
  0.4000000       8.200000      0.2474832    
  0.4000000       8.400001      0.2434241    
  0.4000000       8.600000      0.2395175    
  0.4000000       8.800000      0.2357536    
  0.4000000       9.000000      0.2321239    
  0.4000000       9.200000      0.2286219    
  0.4000000       9.400001      0.2252402    
  0.4000000       9.600000      0.2219725    
  0.4000000       9.800000      0.2188127    
  0.4000000       10.00000      0.2158028    
  0.4000000       10.20000      0.2129318    
  0.4000000       10.40000      0.2101897    
  0.4000000       10.60000      0.2075676    
  0.4000000       10.80000      0.2050573    
  0.4000000       11.00000      0.2026516    
  0.4000000       11.20000      0.2003434    
  0.4000000       11.40000      0.1981267    
  0.4000000       11.60000      0.1959959    
  0.4000000       11.80000      0.1939457    
  0.4000000       12.00000      0.1919713    
  0.4000000       12.20000      0.1900684    
  0.4000000       12.40000      0.1882329    
  0.4000000       12.60000      0.1864610    
  0.4000000       12.80000      0.1847493    
  0.4000000       13.00000      0.1830946    
  0.4000000       13.20000      0.1814938    
  0.4000000       13.40000      0.1799443    
  0.4000000       13.60000      0.1784433    
  0.4000000       13.80000      0.1769886    
  0.4000000       14.00000      0.1755778    
  0.4000000       14.20000      0.1742089    
  0.4000000       14.40000      0.1728799    
  0.4000000       14.60000      0.1715889    
  0.4000000       14.80000      0.1703342    
  0.4000000       15.00000      0.1691142    
  0.4000000       15.20000      0.1679274    
  0.4000000       15.40000      0.1667724    
  0.4000000       15.60000      0.1656477    
  0.4000000       15.80000      0.1645521    
  0.4000000       16.00000      0.1634844    
  0.4000000       16.20000      0.1624435    
  0.4000000       16.40000      0.1614283    
  0.4000000       16.60000      0.1604378    
  0.4000000       16.80000      0.1594710    
  0.4000000       17.00000      0.1585271    
  0.4000000       17.20000      0.1576051    
  0.4000000       17.40000      0.1567042    
  0.4000000       17.60000      0.1558237    
  0.4000000       17.80000      0.1549628    
  0.4000000       18.00000      0.1541209    
  0.4000000       18.20000      0.1532972    
  0.4000000       18.40000      0.1524911    
  0.4000000       18.60000      0.1517020    
  0.4000000       18.80000      0.1509294    
  0.4000000       19.00000      0.1501727    
  0.4000000       19.20000      0.1494312    
  0.4000000       19.40000      0.1487047    
  0.4000000       19.60000      0.1479925    
  0.4000000       19.80000      0.1472943    
  0.4000000       20.00000      0.1466095    
  0.4000000       20.20000      0.1459378    
  0.4000000       20.40000      0.1452787    
  0.4000000       20.60000      0.1446319    
  0.4000000       20.80000      0.1439970    
  0.4000000       21.00000      0.1433737    
  0.4000000       21.20000      0.1427616    
  0.4000000       21.40000      0.1421603    
  0.4000000       21.60000      0.1415696    
  0.4000000       21.80000      0.1409892    
  0.4000000       22.00000      0.1404187    
  0.4000000       22.20000      0.1398580    
  0.4000000       22.40000      0.1393066    
  0.4000000       22.60000      0.1387645    
  0.4000000       22.80000      0.1382312    
  0.4000000       23.00000      0.1377067    
  0.4000000       23.20000      0.1371907    
  0.4000000       23.40000      0.1366828    
  0.4000000       23.60000      0.1361830    
  0.4000000       23.80000      0.1356909    
  0.4000000       24.00000      0.1352066    
  0.4000000       24.20000      0.1347296    
  0.4000000       24.40000      0.1342598    
  0.4000000       24.60000      0.1337972    
  0.4000000       24.80000      0.1333414    
  0.4000000       25.00000      0.1328923    
  0.4000000       25.20000      0.1324498    
  0.4000000       25.40000      0.1320136    
  0.4000000       25.60000      0.1315838    
  0.4000000       25.80000      0.1311600    
  0.4000000       26.00000      0.1307422    
  0.4000000       26.20000      0.1303302    
  0.4000000       26.40000      0.1299240    
  0.4000000       26.60000      0.1295232    
  0.4000000       26.80000      0.1291280    
  0.4000000       27.00000      0.1287380    
  0.4000000       27.20000      0.1283532    
  0.4000000       27.40000      0.1279736    
  0.4000000       27.60000      0.1275989    
  0.4000000       27.80000      0.1272290    
  0.4000000       28.00000      0.1268640    
  0.4000000       28.20000      0.1265036    
  0.4000000       28.40000      0.1261477    
  0.4000000       28.60000      0.1257964    
  0.4000000       28.80000      0.1254494    
  0.4000000       29.00000      0.1251067    
  0.4000000       29.20000      0.1247682    
  0.4000000       29.40000      0.1244338    
  0.4000000       29.60000      0.1241035    
  0.4000000       29.80000      0.1237771    
  0.4000000       30.00000      0.1234546    
  0.4200000      0.0000000E+00  0.9362679    
  0.4200000      0.2000000      0.9287083    
  0.4200000      0.4000000      0.9114438    
  0.4200000      0.6000000      0.8850262    
  0.4200000      0.8000000      0.8524082    
  0.4200000       1.000000      0.8163376    
  0.4200000       1.200000      0.7791442    
  0.4200000       1.400000      0.7423850    
  0.4200000       1.600000      0.7070563    
  0.4200000       1.800000      0.6737648    
  0.4200000       2.000000      0.6427451    
  0.4200000       2.200000      0.6140220    
  0.4200000       2.400000      0.5875254    
  0.4200000       2.600000      0.5631326    
  0.4200000       2.800000      0.5406832    
  0.4200000       3.000000      0.5199960    
  0.4200000       3.200000      0.5009067    
  0.4200000       3.400000      0.4832619    
  0.4200000       3.600000      0.4669202    
  0.4200000       3.800000      0.4517522    
  0.4200000       4.000000      0.4376423    
  0.4200000       4.200000      0.4244886    
  0.4200000       4.400000      0.4122002    
  0.4200000       4.600000      0.4006943    
  0.4200000       4.800000      0.3898998    
  0.4200000       5.000000      0.3797514    
  0.4200000       5.200000      0.3701929    
  0.4200000       5.400000      0.3611728    
  0.4200000       5.600000      0.3526470    
  0.4200000       5.800000      0.3445743    
  0.4200000       6.000000      0.3369190    
  0.4200000       6.200000      0.3296481    
  0.4200000       6.400000      0.3227325    
  0.4200000       6.600000      0.3161459    
  0.4200000       6.800000      0.3098645    
  0.4200000       7.000000      0.3038663    
  0.4200000       7.200000      0.2981325    
  0.4200000       7.400000      0.2926445    
  0.4200000       7.600000      0.2873866    
  0.4200000       7.800000      0.2823436    
  0.4200000       8.000000      0.2775023    
  0.4200000       8.200000      0.2728502    
  0.4200000       8.400001      0.2683752    
  0.4200000       8.600000      0.2640681    
  0.4200000       8.800000      0.2599183    
  0.4200000       9.000000      0.2559166    
  0.4200000       9.200000      0.2520557    
  0.4200000       9.400001      0.2483274    
  0.4200000       9.600000      0.2447248    
  0.4200000       9.800000      0.2412411    
  0.4200000       10.00000      0.2379226    
  0.4200000       10.20000      0.2347573    
  0.4200000       10.40000      0.2317341    
  0.4200000       10.60000      0.2288433    
  0.4200000       10.80000      0.2260758    
  0.4200000       11.00000      0.2234234    
  0.4200000       11.20000      0.2208787    
  0.4200000       11.40000      0.2184347    
  0.4200000       11.60000      0.2160855    
  0.4200000       11.80000      0.2138251    
  0.4200000       12.00000      0.2116484    
  0.4200000       12.20000      0.2095504    
  0.4200000       12.40000      0.2075268    
  0.4200000       12.60000      0.2055733    
  0.4200000       12.80000      0.2036861    
  0.4200000       13.00000      0.2018618    
  0.4200000       13.20000      0.2000970    
  0.4200000       13.40000      0.1983886    
  0.4200000       13.60000      0.1967338    
  0.4200000       13.80000      0.1951300    
  0.4200000       14.00000      0.1935746    
  0.4200000       14.20000      0.1920653    
  0.4200000       14.40000      0.1906001    
  0.4200000       14.60000      0.1891768    
  0.4200000       14.80000      0.1877935    
  0.4200000       15.00000      0.1864485    
  0.4200000       15.20000      0.1851400    
  0.4200000       15.40000      0.1838666    
  0.4200000       15.60000      0.1826266    
  0.4200000       15.80000      0.1814187    
  0.4200000       16.00000      0.1802416    
  0.4200000       16.20000      0.1790940    
  0.4200000       16.40000      0.1779747    
  0.4200000       16.60000      0.1768827    
  0.4200000       16.80000      0.1758169    
  0.4200000       17.00000      0.1747762    
  0.4200000       17.20000      0.1737597    
  0.4200000       17.40000      0.1727664    
  0.4200000       17.60000      0.1717957    
  0.4200000       17.80000      0.1708466    
  0.4200000       18.00000      0.1699183    
  0.4200000       18.20000      0.1690102    
  0.4200000       18.40000      0.1681215    
  0.4200000       18.60000      0.1672515    
  0.4200000       18.80000      0.1663997    
  0.4200000       19.00000      0.1655654    
  0.4200000       19.20000      0.1647480    
  0.4200000       19.40000      0.1639470    
  0.4200000       19.60000      0.1631618    
  0.4200000       19.80000      0.1623920    
  0.4200000       20.00000      0.1616370    
  0.4200000       20.20000      0.1608964    
  0.4200000       20.40000      0.1601698    
  0.4200000       20.60000      0.1594567    
  0.4200000       20.80000      0.1587568    
  0.4200000       21.00000      0.1580695    
  0.4200000       21.20000      0.1573946    
  0.4200000       21.40000      0.1567317    
  0.4200000       21.60000      0.1560805    
  0.4200000       21.80000      0.1554406    
  0.4200000       22.00000      0.1548117    
  0.4200000       22.20000      0.1541934    
  0.4200000       22.40000      0.1535856    
  0.4200000       22.60000      0.1529879    
  0.4200000       22.80000      0.1524000    
  0.4200000       23.00000      0.1518217    
  0.4200000       23.20000      0.1512527    
  0.4200000       23.40000      0.1506928    
  0.4200000       23.60000      0.1501417    
  0.4200000       23.80000      0.1495993    
  0.4200000       24.00000      0.1490653    
  0.4200000       24.20000      0.1485394    
