    0.1694   5.31726   1.44826   3.18118
  0.201246   6.26343   1.70131   3.72484
  0.239678   7.30271   1.97809   4.31653
  0.286057   8.43701   2.27888   4.95637
  0.342026   9.66788   2.60389   5.64431
   0.40957   10.9966   2.95325   6.38014
  0.491082   12.4243   3.32701   7.16355
  0.589449   13.9519   3.72521   7.99414
  0.708159   15.5801   4.14783   8.87145
  0.851416   17.3097   4.59485     9.795
    1.0243   19.1411   5.06619   10.7643
   1.23293   21.0751    5.5618   11.7787
   1.48471   23.1119   6.08159   12.8378
   1.78855   25.2521   6.62548    13.941
   2.15522    27.496   7.19337   15.0877
   2.59772   29.8441   7.78516   16.2775
   3.13173   32.2967   8.40075   17.5097
   3.77616   34.8542   9.04005   18.7839
   4.55386   37.5169   9.70295   20.0996
   5.49238   40.2851   10.3893   21.4563
   6.62498   43.1592   11.0991   22.8535
   7.99179   46.1394   11.8322   24.2907
   9.64125   49.2261   12.5885   25.7675
   11.6318   52.4195   13.3679   27.2834
    14.034     55.72   14.1703   28.8379
   16.9329   59.1278   14.9955   30.4307
   20.4314   62.6432   15.8435   32.0612
   24.6532   66.2665   16.7143   33.7292
   29.7481   69.9978   17.6076   35.4341
   35.8967   73.8376   18.5234   37.1756
   43.3166   77.7859   19.4615   38.9532
    52.271   81.8431    20.422   40.7667
   63.0771   86.0093   21.4046   42.6156
   76.1178   90.2848   22.4093   44.4994
   91.8552   94.6698    23.436    46.418
   110.847   99.1644   24.4845   48.3708
   133.766   103.769   25.5548   50.3576
   161.425   108.484   26.6468    52.378
   194.803   113.308   27.7603   54.4316
   235.084   118.244   28.8953    56.518
   283.694   123.289   30.0517   58.6371
   342.357   128.446   31.2293   60.7884
   413.151   133.713    32.428   62.9715
   498.584   139.092   33.6478   65.1863
   601.684   144.582   34.8885   67.4323
   726.105   150.183   36.1501   69.7092
   876.255   155.895   37.4324   72.0168
   1057.45   161.719   38.7354   74.3548
   1276.13   167.654   40.0589   76.7227
   1540.02   173.702   41.4028   79.1204
