 0.1 0.68
 0.2 0.77
 0.3 0.87
 0.4 0.96
 0.5 1.05
 0.6 1.14
 0.7 1.22
 0.8 1.31
 0.9 1.40
 1 1.51
 1.1 1.62
 1.2 1.74
 1.3 1.88
 1.4 2.02
 1.5 2.18
 1.6 2.34
 1.7 2.50
 1.8 2.66
 1.9 2.83
 2 2.98
 2.1 3.13
 2.2 3.28
 2.3 3.41
 2.4 3.51
 2.5 3.59
 2.6 3.65
 2.7 3.68
 2.8 3.69
 2.9 3.70
 3 3.70
 3.1 3.70
 3.2 3.71
 3.3 3.70
 3.4 3.68
 3.5 3.66
 3.6 3.65
 3.7 3.63
 3.8 3.59
 3.9 3.52
 4 3.44
 4.1 3.36
 4.2 3.28
 4.3 3.22
 4.4 3.16
 4.5 3.10
 4.6 3.02
 4.7 2.94
 4.8 2.86
 4.9 2.80
 5 2.73
 5.1 2.68
 5.2 2.64
 5.3 2.59
 5.4 2.54
 5.5 2.48
 5.6 2.42
 5.7 2.36
 5.8 2.29
 5.9 2.23
 6 2.16
 6.1 2.09
 6.2 2.02
 6.3 1.95
 6.4 1.88
 6.5 1.81
 6.6 1.76
 6.7 1.71
 6.8 1.67
 6.9 1.64
 7 1.62
 7.1 1.60
 7.2 1.58
 7.3 1.55
 7.4 1.52
 7.5 1.47
 7.6 1.43
 7.7 1.38
 7.8 1.33
 7.9 1.29
 8 1.26
 8.1 1.23
 8.2 1.23
 8.3 1.22
 8.4 1.22
 8.5 1.21
 8.6 1.20
 8.7 1.18
 8.8 1.16
 8.9 1.13
 9 1.10
 9.1 1.08
 9.2 1.06
 9.3 1.05
 9.4 1.04
 9.5 1.04
 9.6 1.03
 9.7 1.03
 9.8 1.02
 9.9 1.02
 10 1.02

