 0.1 1.06
 0.2 1.04
 0.3 1.03
 0.4 1.01
 0.5 1.00
 0.6 0.99
 0.7 0.98
 0.8 0.97
 0.9 0.96
 1 0.97
 1.1 0.97
 1.2 0.99
 1.3 1.01
 1.4 1.03
 1.5 1.05
 1.6 1.08
 1.7 1.11
 1.8 1.14
 1.9 1.16
 2 1.19
 2.1 1.22
 2.2 1.25
 2.3 1.27
 2.4 1.29
 2.5 1.30
 2.6 1.31
 2.7 1.31
 2.8 1.31
 2.9 1.32
 3 1.32
 3.1 1.33
 3.2 1.34
 3.3 1.34
 3.4 1.33
 3.5 1.33
 3.6 1.33
 3.7 1.33
 3.8 1.34
 3.9 1.34
 4 1.33
 4.1 1.32
 4.2 1.32
 4.3 1.32
 4.4 1.33
 4.5 1.33
 4.6 1.32
 4.7 1.32
 4.8 1.31
 4.9 1.31
 5 1.31
 5.1 1.32
 5.2 1.32
 5.3 1.33
 5.4 1.33
 5.5 1.33
 5.6 1.32
 5.7 1.31
 5.8 1.30
 5.9 1.29
 6 1.28
 6.1 1.27
 6.2 1.25
 6.3 1.24
 6.4 1.22
 6.5 1.21
 6.6 1.20
 6.7 1.20
 6.8 1.19
 6.9 1.19
 7 1.20
 7.1 1.20
 7.2 1.20
 7.3 1.19
 7.4 1.18
 7.5 1.15
 7.6 1.13
 7.7 1.10
 7.8 1.07
 7.9 1.05
 8 1.03
 8.1 1.02
 8.2 1.02
 8.3 1.03
 8.4 1.03
 8.5 1.04
 8.6 1.03
 8.7 1.03
 8.8 1.01
 8.9 1.00
 9 0.98
 9.1 0.97
 9.2 0.96
 9.3 0.95
 9.4 0.94
 9.5 0.94
 9.6 0.94
 9.7 0.93
 9.8 0.93
 9.9 0.94
 10 0.94

