  7.500E-01 -3.770E-02
  8.500E-01 -1.101E-02
  9.500E-01 -2.660E-02
  1.050E+00 -1.538E-02
  1.150E+00 -1.536E-02
  1.300E+00 -1.849E-02
  1.500E+00  1.156E-03
  1.700E+00 -7.616E-03
  1.900E+00  1.257E-02
  2.100E+00  8.368E-04
  2.300E+00  1.062E-02
  2.800E+00  2.345E-02
  3.600E+00  3.821E-02
  4.400E+00  4.938E-02
  5.200E+00  5.306E-02
  6.000E+00  6.346E-02
  6.800E+00  6.034E-02
  8.400E+00  6.603E-02
  1.080E+01  6.862E-02
  1.320E+01  6.716E-02
  1.680E+01  6.633E-02
  2.160E+01  5.720E-02
  2.640E+01  5.352E-02
  3.200E+01  4.732E-02
  3.840E+01  4.210E-02
  4.480E+01  3.652E-02
  5.440E+01  3.068E-02
  6.720E+01  2.726E-02
  8.000E+01  2.656E-02
  9.500E+01  4.944E-02
