  7.500E-01  5.642E-01
  8.500E-01  5.370E-01
  9.500E-01  5.709E-01
  1.050E+00  5.801E-01
  1.150E+00  6.218E-01
  1.300E+00  6.223E-01
  1.500E+00  6.290E-01
  1.700E+00  6.543E-01
  1.900E+00  6.343E-01
  2.100E+00  6.469E-01
  2.300E+00  6.642E-01
  2.800E+00  6.522E-01
  3.600E+00  6.323E-01
  4.400E+00  5.989E-01
  5.200E+00  5.767E-01
  6.000E+00  5.502E-01
  6.800E+00  5.355E-01
  8.400E+00  5.103E-01
  1.080E+01  5.010E-01
  1.320E+01  5.063E-01
  1.680E+01  5.177E-01
  2.160E+01  5.470E-01
  2.640E+01  5.764E-01
  3.200E+01  6.195E-01
  3.840E+01  6.588E-01
  4.480E+01  6.919E-01
  5.440E+01  7.277E-01
  6.720E+01  7.754E-01
  8.000E+01  7.937E-01
  9.500E+01  6.330E-01
